"","Province_State","Week","MMWRyear","MMWRweek","MMWRday","Population_Estimate","Doses_yf","Total_Additional_Doses_yf","People_At_Least_One_Dose_yf","People_Fully_Vaccinated_yf","Doses_yf_Daily","Total_Additional_Doses_yf_Daily","People_At_Least_One_Dose_yf_Daily","People_Fully_Vaccinated_yf_Daily","Doses_yf_Daily_Percent","Total_Additional_Doses_yf_Daily_Percent","People_At_Least_One_Dose_yf_Daily_Percent","People_Fully_Vaccinated_yf_Daily_Percent"
"1180","East South Central",2021-02-14,2020,33,1,19471271,3076124,0,2206302,0,580542,0,2206302,0,3,0,11,0
"1181","East South Central",2021-02-21,2020,34,1,19471271,3663636,0,2490107,0,587512,0,283805,0,3,0,1,0
"1182","East South Central",2021-02-28,2020,35,1,19471271,4478260,0,2947262,1556347,814624,0,457155,1556347,4,0,2,8
"1183","East South Central",2021-03-07,2020,36,1,19471271,5286958,0,3471417,1879572,808698,0,524155,323225,4,0,3,2
"1184","East South Central",2021-03-14,2020,37,1,19471271,6137350,0,4052156,2199047,850392,0,580739,319475,4,0,3,2
"1185","East South Central",2021-03-21,2020,38,1,19471271,7002676,0,4627041,2523853,865326,0,574885,324806,4,0,3,2
"1186","East South Central",2021-03-28,2020,39,1,19471271,7984853,0,5179280,2987254,982177,0,552239,463401,5,0,3,2
"1187","East South Central",2021-04-04,2020,40,1,19471271,8927625,0,5696657,3478402,942772,0,517377,491148,5,0,3,3
"1188","East South Central",2021-04-11,2020,41,1,19471271,9876196,0,6155146,4025929,948571,0,458489,547527,5,0,2,3
"1189","East South Central",2021-04-18,2020,42,1,19471271,10677464,0,6460693,4517608,801268,0,305547,491679,4,0,2,3
"1190","East South Central",2021-04-25,2020,43,1,19471271,11334405,0,6689602,4944066,656941,0,228909,426458,3,0,1,2
"1191","East South Central",2021-05-02,2020,44,1,19471271,11896101,0,6877895,5326238,561696,0,188293,382172,3,0,1,2
"1192","East South Central",2021-05-09,2020,45,1,19471271,12400008,0,7070900,5662299,503907,0,193005,336061,3,0,1,2
"1193","East South Central",2021-05-16,2020,46,1,19471271,12858588,0,7293137,5913264,458580,0,222237,250965,2,0,1,1
"1194","East South Central",2021-05-23,2020,47,1,19471271,13208955,0,7485900,6084438,350367,0,192763,171174,2,0,1,1
"1195","East South Central",2021-05-30,2020,48,1,19471271,13391543,0,7579080,6182114,182588,0,93180,97676,1,0,0,1
"1196","East South Central",2021-06-06,2020,49,1,19471271,13616828,0,7680273,6313578,225285,0,101193,131464,1,0,1,1
"1197","East South Central",2021-06-13,2020,50,1,19471271,14120226,0,7900726,6608238,503398,0,220453,294660,3,0,1,2
"1198","East South Central",2021-06-20,2020,51,1,19471271,14339968,0,8004835,6729008,219742,0,104109,120770,1,0,1,1
"1199","East South Central",2021-06-27,2020,52,1,19471271,14586967,0,8118054,6869117,246999,0,113219,140109,1,0,1,1
"1200","East South Central",2021-07-04,2021,1,1,19471271,15015698,0,8246358,7176792,428731,0,128304,307675,2,0,1,2
"1201","East South Central",2021-07-11,2021,2,1,19471271,15192205,0,8340496,7259512,176507,0,94138,82720,1,0,0,0
"1202","East South Central",2021-07-18,2021,3,1,19471271,15375503,0,8455349,7330815,183298,0,114853,71303,1,0,1,0
"1203","East South Central",2021-07-25,2021,4,1,19471271,15661991,0,8666577,7408195,286488,0,211228,77380,1,0,1,0
"1204","East South Central",2021-08-01,2021,5,1,19471271,15966067,0,8890328,7489436,304076,0,223751,81241,2,0,1,0
"1205","East South Central",2021-08-08,2021,6,1,19471271,16314476,0,9139163,7588266,348409,0,248835,98830,2,0,1,1
"1206","East South Central",2021-08-15,2021,7,1,19471271,16744365,0,9398198,7738521,429889,0,259035,150255,2,0,1,1
"1207","East South Central",2021-08-22,2021,8,1,19471271,17225147,0,9638630,7930318,480782,0,240432,191797,2,0,1,1
"1208","East South Central",2021-08-29,2021,9,1,19471271,17732950,0,9867717,8144392,507803,0,229087,214074,3,0,1,1
"1209","East South Central",2021-09-05,2021,10,1,19471271,18104772,0,10026137,8318712,371822,0,158420,174320,2,0,1,1
"1210","East South Central",2021-09-12,2021,11,1,19471271,18496142,0,10180805,8518098,391370,0,154668,199386,2,0,1,1
"1211","East South Central",2021-09-19,2021,12,1,19471271,18818323,0,10297356,8692255,322181,0,116551,174157,2,0,1,1
"1212","East South Central",2021-09-26,2021,13,1,19471271,19170376,0,10373183,8840046,352053,0,75827,147791,2,0,0,1
"1213","East South Central",2021-10-03,2021,14,1,19471271,19568903,0,10444780,8940159,398527,0,71597,100113,2,0,0,1
"1214","East South Central",2021-10-10,2021,15,1,19471271,19829692,0,10498320,9011703,260789,0,53540,71544,1,0,0,0
"1215","East South Central",2021-10-17,2021,16,1,19471271,20043858,698020,10566508,9086718,214166,698020,68188,75015,1,4,0,0
"1216","East South Central",2021-10-24,2021,17,1,19471271,20348501,938377,10625188,9143763,304643,240357,58680,57045,2,1,0,0
"1217","East South Central",2021-10-31,2021,18,1,19471271,20642092,1200267,10680695,9192679,293591,261890,55507,48916,2,1,0,0
"1218","East South Central",2021-11-07,2021,19,1,19471271,20967418,1438175,10743631,9271544,325326,237908,62936,78865,2,1,0,0
"1219","East South Central",2021-11-14,2021,20,1,19471271,21477541,1714548,10841237,9331572,510123,276373,97606,60028,3,1,1,0
"1220","East South Central",2021-11-21,2021,21,1,19471271,21798376,1901649,10901620,9366109,320835,187101,60383,34537,2,1,0,0
"1221","East South Central",2021-11-28,2021,22,1,19471271,22251352,2165401,11001961,9414837,452976,263752,100341,48728,2,1,1,0
"1222","East South Central",2021-12-05,2021,23,1,19471271,22776359,2475585,11110427,9513345,525007,310184,108466,98508,3,2,1,1
"1223","East South Central",2021-12-12,2021,24,1,19471271,23272193,2735108,11198582,9609669,495834,259523,88155,96324,3,1,0,0
"1224","East South Central",2021-12-19,2021,25,1,19471271,23643106,2966086,11273926,9665285,370913,230978,75344,55616,2,1,0,0
"1225","East South Central",2021-12-26,2021,26,1,19471271,23877558,3102748,11328576,9704474,234452,136662,54650,39189,1,1,0,0
"1226","East South Central",2022-01-02,2021,27,1,19573370,24279214,3331886,11427757,9770291,401656,229138,99181,65817,2,1,1,0
"1227","East South Central",2022-01-09,2021,28,1,19573370,24589917,3499558,11509369,9825606,310703,167672,81612,55315,2,1,0,0
"1228","East South Central",2022-01-16,2021,29,1,19573370,24858355,3640312,11676776,9934691,268438,140754,167407,109085,1,1,1,1
"1229","East South Central",2022-01-23,2021,30,1,19573370,25108303,3766382,11741277,9989418,249948,126070,64501,54727,1,1,0,0
"1230","East South Central",2022-01-30,2021,31,1,19573370,25275508,3842180,11784252,10033388,167205,75798,42975,43970,1,0,0,0
"1231","East South Central",2022-02-06,2021,32,1,19573370,25404072,3894905,11817793,10072346,128564,52725,33541,38958,1,0,0,0
"1232","East South Central",2022-02-13,2021,33,1,19573370,25642153,3959013,11858730,10119797,238081,64108,40937,47451,1,0,0,0
"1233","East South Central",2022-02-20,2021,34,1,19573370,25742008,3998864,11883330,10150326,99855,39851,24600,30529,1,0,0,0
"1234","East South Central",2022-02-27,2021,35,1,19573370,25823610,4030301,11903929,10175714,81602,31437,20599,25388,0,0,0,0
"1235","East South Central",2022-03-06,2021,36,1,19573370,25910195,4064147,11925880,10201640,86585,33846,21951,25926,0,0,0,0
"1236","East South Central",2022-03-13,2021,37,1,19573370,25976027,4088721,11943035,10221921,65832,24574,17155,20281,0,0,0,0
"1237","East South Central",2022-03-20,2021,38,1,19573370,26034536,4111698,11958242,10237291,58509,22977,15207,15370,0,0,0,0
"1238","East South Central",2022-03-27,2021,39,1,19573370,26101565,4135392,11975191,10255071,67029,23694,16949,17780,0,0,0,0
"1239","East South Central",2022-04-03,2021,40,1,19573370,26224762,4162961,11992647,10275043,123197,27569,17456,19972,1,0,0,0
"1240","East South Central",2022-04-10,2021,41,1,19573370,26364986,4186493,12010830,10293883,140224,23532,18183,18840,1,0,0,0
"1241","East South Central",2022-04-17,2021,42,1,19573370,26504183,4212682,12031931,10316041,139197,26189,21101,22158,1,0,0,0
"1242","East South Central",2022-04-24,2021,43,1,19573370,26604576,4231487,12045161,10329589,100393,18805,13230,13548,1,0,0,0
"1243","East South Central",2022-05-01,2021,44,1,19573370,26700544,4249682,12058011,10342661,95968,18195,12850,13072,0,0,0,0
"1244","East South Central",2022-05-08,2021,45,1,19573370,26788331,4266706,12070086,10354868,87787,17024,12075,12207,0,0,0,0
"1245","East South Central",2022-05-15,2021,46,1,19573370,26890644,4286271,12084066,10368432,102313,19565,13980,13564,1,0,0,0
"1246","East South Central",2022-05-22,2021,47,1,19573370,26992400,4306862,12097825,10381442,101756,20591,13759,13010,1,0,0,0
"1247","East South Central",2022-05-29,2021,48,1,19573370,27070780,4324233,12108982,10392148,78380,17371,11157,10706,0,0,0,0
"1248","East South Central",2022-06-05,2021,49,1,19573370,27150887,4342309,12121547,10403751,80107,18076,12565,11603,0,0,0,0
"1249","East South Central",2022-06-12,2021,50,1,19573370,27212861,4356625,12131014,10412473,61974,14316,9467,8722,0,0,0,0
"1250","East South Central",2022-06-19,2021,51,1,19573370,27264134,4369167,12139141,10418986,51273,12542,8127,6513,0,0,0,0
"1251","East South Central",2022-06-26,2021,52,1,19573370,27287208,4416462,12158361,10424658,23074,47295,19220,5672,0,0,0,0
"1252","East South Central",2022-07-03,2022,1,1,19573370,27337478,4428440,12169110,10431211,50270,11978,10749,6553,0,0,0,0
"1253","East South Central",2022-07-10,2022,2,1,19573370,27412622,4445458,12185089,10443282,75144,17018,15979,12071,0,0,0,0
"1254","East South Central",2022-07-17,2022,3,1,19573370,27513503,4465581,12202394,10455601,100881,20123,17305,12319,1,0,0,0
"1255","East South Central",2022-07-24,2022,4,1,19573370,27616103,4486464,12219835,10467790,102600,20883,17441,12189,1,0,0,0
"1256","East South Central",2022-07-31,2022,5,1,19573370,27715015,4507556,12235623,10478933,98912,21092,15788,11143,1,0,0,0
"1257","East South Central",2022-08-07,2022,6,1,19573370,27786178,4524876,12251167,10498161,71163,17320,15544,19228,0,0,0,0
"1258","East South Central",2022-08-14,2022,7,1,19573370,27844530,4537679,12263926,10507784,58352,12803,12759,9623,0,0,0,0
"1259","East South Central",2022-08-21,2022,8,1,19573370,27896584,4548285,12275870,10517398,52054,10606,11944,9614,0,0,0,0
"1260","East South Central",2022-08-28,2022,9,1,19573370,27942227,4557920,12286100,10526081,45643,9635,10230,8683,0,0,0,0
"1261","East South Central",2022-09-04,2022,10,1,19573370,27966169,4562961,12292120,10531123,23942,5041,6020,5042,0,0,0,0
"1262","East South Central",2022-09-11,2022,11,1,19573370,28034850,4571122,12302450,10540367,68681,8161,10330,9244,0,0,0,0
"1263","East South Central",2022-09-18,2022,12,1,19573370,28154228,4584637,12315237,10551793,119378,13515,12787,11426,1,0,0,0
"1264","East South Central",2022-09-25,2022,13,1,19573370,28276597,4598869,12326683,10561893,122369,14232,11446,10100,1,0,0,0
"1265","East South Central",2022-10-02,2022,14,1,19573370,28416322,4618219,12338747,10578996,139725,19350,12064,17103,1,0,0,0
"1266","East South Central",2022-10-09,2022,15,1,19573370,28542418,4632435,12349683,10588317,126096,14216,10936,9321,1,0,0,0
"1267","East South Central",2022-10-16,2022,16,1,19573370,28686914,4648994,12362272,10598890,144496,16559,12589,10573,1,0,0,0
"1268","East South Central",2022-10-23,2022,17,1,19573370,28843781,4667247,12375829,10610549,156867,18253,13557,11659,1,0,0,0
"1269","East South Central",2022-10-30,2022,18,1,19573370,29009571,4688022,12389914,10622554,165790,20775,14085,12005,1,0,0,0
"1270","East South Central",2022-11-06,2022,19,1,19573370,29150540,4706860,12402925,10633018,140969,18838,13011,10464,1,0,0,0
"1271","East South Central",2022-11-13,2022,20,1,19573370,29243684,4720186,12412821,10640828,93144,13326,9896,7810,0,0,0,0
"1272","East South Central",2022-11-20,2022,21,1,19573370,29333241,4732891,12422138,10648314,89557,12705,9317,7486,0,0,0,0
"1273","East South Central",2022-11-27,2022,22,1,19573370,29490939,4755104,12434114,10660554,157698,22213,11976,12240,1,0,0,0
"1274","East South Central",2022-12-04,2022,23,1,19573370,29554977,4764212,12441329,10666277,64038,9108,7215,5723,0,0,0,0
"1275","East South Central",2022-12-11,2022,24,1,19573370,29637755,4775837,12450007,10673355,82778,11625,8678,7078,0,0,0,0
"1276","East South Central",2022-12-18,2022,25,1,19573370,29707639,4785848,12457254,10679273,69884,10011,7247,5918,0,0,0,0
"1277","East South Central",2022-12-25,2022,26,1,19573370,29743437,4791535,12461894,10682919,35798,5687,4640,3646,0,0,0,0
"1278","East South Central",2023-01-01,2022,27,1,19700801,29795242,4800020,12468150,10689079,51805,8485,6256,6160,0,0,0,0
"1279","East South Central",2023-01-08,2022,28,1,19700801,29830627,4805523,12473165,10692819,35385,5503,5015,3740,0,0,0,0
"1280","East South Central",2023-01-15,2022,29,1,19700801,29867451,4811159,12478151,10696427,36824,5636,4986,3608,0,0,0,0
"1281","East South Central",2023-01-22,2022,30,1,19700801,29904367,4816742,12483723,10700453,36916,5583,5572,4026,0,0,0,0
"1282","East South Central",2023-01-29,2022,31,1,19700801,29931573,4821133,12488316,10703576,27206,4391,4593,3123,0,0,0,0
"1283","East South Central",2023-02-05,2022,32,1,19700801,29946253,4823534,12491044,10705508,14680,2401,2728,1932,0,0,0,0
"1284","East South Central",2023-02-12,2022,33,1,19700801,29971094,4827713,12495557,10708635,24841,4179,4513,3127,0,0,0,0
"1285","East South Central",2023-02-19,2022,34,1,19700801,29988680,4830598,12498974,10711027,17586,2885,3417,2392,0,0,0,0
"1286","East South Central",2023-02-26,2022,35,1,19700801,30004972,4833394,12502028,10713237,16292,2796,3054,2210,0,0,0,0
"1287","East South Central",2023-03-05,2022,36,1,19700801,30004972,4833394,12502028,10713237,0,0,0,0,0,0,0,0
"1288","West South Central",2020-12-13,2020,25,1,40865965,108878,0,0,0,108878,0,0,0,0,0,0,0
"1289","West South Central",2020-12-20,2020,26,1,40865965,340079,0,0,0,231201,0,0,0,1,0,0,0
"1290","West South Central",2020-12-27,2020,27,1,40865965,660017,0,0,0,319938,0,0,0,1,0,0,0
"1291","West South Central",2021-01-03,2020,27,1,41208410,1209166,0,0,0,549149,0,0,0,1,0,0,0
"1292","West South Central",2021-01-10,2020,28,1,41208410,1978523,0,0,0,769357,0,0,0,2,0,0,0
"1293","West South Central",2021-01-17,2020,29,1,41208410,2431614,0,0,0,453091,0,0,0,1,0,0,0
"1294","West South Central",2021-01-24,2020,30,1,41208410,3274860,0,0,0,843246,0,0,0,2,0,0,0
"1295","West South Central",2021-01-31,2020,31,1,41208410,4329039,0,0,0,1054179,0,0,0,3,0,0,0
"1296","West South Central",2021-02-07,2020,32,1,41208410,5662190,0,0,0,1333151,0,0,0,3,0,0,0
"1297","West South Central",2021-02-14,2020,33,1,41208410,6732976,0,4714835,0,1070786,0,4714835,0,3,0,11,0
"1298","West South Central",2021-02-21,2020,34,1,41208410,7855365,0,5041210,0,1122389,0,326375,0,3,0,1,0
"1299","West South Central",2021-02-28,2020,35,1,41208410,9707109,0,6064477,3347470,1851744,0,1023267,3347470,4,0,2,8
"1300","West South Central",2021-03-07,2020,36,1,41208410,11620374,0,7405718,3986851,1913265,0,1341241,639381,5,0,3,2
"1301","West South Central",2021-03-14,2020,37,1,41208410,13362685,0,8721913,4502004,1742311,0,1316195,515153,4,0,3,1
"1302","West South Central",2021-03-21,2020,38,1,41208410,15090446,0,9836212,5130732,1727761,0,1114299,628728,4,0,3,2
"1303","West South Central",2021-03-28,2020,39,1,41208410,17631066,0,11184738,6348133,2540620,0,1348526,1217401,6,0,3,3
"1304","West South Central",2021-04-04,2020,40,1,41208410,20100330,0,12509923,7593325,2469264,0,1325185,1245192,6,0,3,3
"1305","West South Central",2021-04-11,2020,41,1,41208410,22573241,0,13790476,8955310,2472911,0,1280553,1361985,6,0,3,3
"1306","West South Central",2021-04-18,2020,42,1,41208410,24394703,0,14562783,9974737,1821462,0,772307,1019427,4,0,2,2
"1307","West South Central",2021-04-25,2020,43,1,41208410,26063115,0,15185659,11001413,1668412,0,622876,1026676,4,0,2,2
"1308","West South Central",2021-05-02,2020,44,1,41208410,27350076,0,15605322,11870048,1286961,0,419663,868635,3,0,1,2
"1309","West South Central",2021-05-09,2020,45,1,41208410,28492446,0,15987269,12653534,1142370,0,381947,783486,3,0,1,2
"1310","West South Central",2021-05-16,2020,46,1,41208410,29807347,0,16647996,13360522,1314901,0,660727,706988,3,0,2,2
"1311","West South Central",2021-05-23,2020,47,1,41208410,30782630,0,17167038,13850322,975283,0,519042,489800,2,0,1,1
"1312","West South Central",2021-05-30,2020,48,1,41208410,31477295,0,17516345,14219408,694665,0,349307,369086,2,0,1,1
"1313","West South Central",2021-06-06,2020,49,1,41208410,32271961,0,17863648,14691084,794666,0,347303,471676,2,0,1,1
"1314","West South Central",2021-06-13,2020,50,1,41208410,33444493,0,18336335,15414022,1172532,0,472687,722938,3,0,1,2
"1315","West South Central",2021-06-20,2020,51,1,41208410,34034383,0,18588919,15770058,589890,0,252584,356036,1,0,1,1
"1316","West South Central",2021-06-27,2020,52,1,41208410,34731632,0,18864941,16201390,697249,0,276022,431332,2,0,1,1
"1317","West South Central",2021-07-04,2021,1,1,41208410,35148521,0,19086730,16413571,416889,0,221789,212181,1,0,1,1
"1318","West South Central",2021-07-11,2021,2,1,41208410,35629515,0,19336566,16659851,480994,0,249836,246280,1,0,1,1
"1319","West South Central",2021-07-18,2021,3,1,41208410,36171781,0,19693394,16872604,542266,0,356828,212753,1,0,1,1
"1320","West South Central",2021-07-25,2021,4,1,41208410,36846506,0,20176571,17083093,674725,0,483177,210489,2,0,1,1
"1321","West South Central",2021-08-01,2021,5,1,41208410,37638059,0,20738787,17328901,791553,0,562216,245808,2,0,1,1
"1322","West South Central",2021-08-08,2021,6,1,41208410,38467138,0,21320991,17587077,829079,0,582204,258176,2,0,1,1
"1323","West South Central",2021-08-15,2021,7,1,41208410,39462678,0,21886318,17978685,995540,0,565327,391608,2,0,1,1
"1324","West South Central",2021-08-22,2021,8,1,41208410,40511965,0,22379311,18439875,1049287,0,492993,461190,3,0,1,1
"1325","West South Central",2021-08-29,2021,9,1,41208410,41409270,0,22744115,18871457,897305,0,364804,431582,2,0,1,1
"1326","West South Central",2021-09-05,2021,10,1,41208410,42098774,0,23000988,19225389,689504,0,256873,353932,2,0,1,1
"1327","West South Central",2021-09-12,2021,11,1,41208410,42891826,0,23293970,19641776,793052,0,292982,416387,2,0,1,1
"1328","West South Central",2021-09-19,2021,12,1,41208410,43606613,0,23540378,20024533,714787,0,246408,382757,2,0,1,1
"1329","West South Central",2021-09-26,2021,13,1,41208410,44094861,0,23608821,20215064,488248,0,68443,190531,1,0,0,0
"1330","West South Central",2021-10-03,2021,14,1,41208410,44896484,0,23820842,20484181,801623,0,212021,269117,2,0,1,1
"1331","West South Central",2021-10-10,2021,15,1,41208410,45507296,0,23984164,20679407,610812,0,163322,195226,1,0,0,0
"1332","West South Central",2021-10-17,2021,16,1,41208410,46024679,1427822,24176747,20899404,517383,1427822,192583,219997,1,3,0,1
"1333","West South Central",2021-10-24,2021,17,1,41208410,46945678,1936746,24372477,21084748,920999,508924,195730,185344,2,1,0,0
"1334","West South Central",2021-10-31,2021,18,1,41208410,47760083,2426244,24525138,21211061,814405,489498,152661,126313,2,1,0,0
"1335","West South Central",2021-11-07,2021,19,1,41208410,48648730,2931676,24727160,21356548,888647,505432,202022,145487,2,1,0,0
"1336","West South Central",2021-11-14,2021,20,1,41208410,49669320,3390839,25112379,21487621,1020590,459163,385219,131073,2,1,1,0
"1337","West South Central",2021-11-21,2021,21,1,41208410,50321888,3738654,25319397,21565827,652568,347815,207018,78206,2,1,1,0
"1338","West South Central",2021-11-28,2021,22,1,41208410,51396510,4290697,25606244,21775486,1074622,552043,286847,209659,3,1,1,1
"1339","West South Central",2021-12-05,2021,23,1,41208410,52607839,4936241,25883925,22034612,1211329,645544,277681,259126,3,2,1,1
"1340","West South Central",2021-12-12,2021,24,1,41208410,53662503,5496971,26129209,22252965,1054664,560730,245284,218353,3,1,1,1
"1341","West South Central",2021-12-19,2021,25,1,41208410,54605017,6040323,26356765,22395995,942514,543352,227556,143030,2,1,1,0
"1342","West South Central",2021-12-26,2021,26,1,41208410,55389558,6468655,26557557,22521693,784541,428332,200792,125698,2,1,0,0
"1343","West South Central",2022-01-02,2021,27,1,41683546,56262790,6921162,26805675,22666264,873232,452507,248118,144571,2,1,1,0
"1344","West South Central",2022-01-09,2021,28,1,41683546,57147865,7376616,27058012,22818841,885075,455454,252337,152577,2,1,1,0
"1345","West South Central",2022-01-16,2021,29,1,41683546,57772035,7686343,27422943,23029100,624170,309727,364931,210259,1,1,1,1
"1346","West South Central",2022-01-23,2021,30,1,41683546,58450669,7975249,27624248,23196853,678634,288906,201305,167753,2,1,0,0
"1347","West South Central",2022-01-30,2021,31,1,41683546,58931108,8168599,27762239,23329380,480439,193350,137991,132527,1,0,0,0
"1348","West South Central",2022-02-06,2021,32,1,41683546,59310057,8305654,27872118,23444530,378949,137055,109879,115150,1,0,0,0
"1349","West South Central",2022-02-13,2021,33,1,41683546,59818100,8429618,27984933,23560913,508043,123964,112815,116383,1,0,0,0
"1350","West South Central",2022-02-20,2021,34,1,41683546,60137115,8534533,28094008,23654209,319015,104915,109075,93296,1,0,0,0
"1351","West South Central",2022-02-27,2021,35,1,41683546,60425922,8615371,28218258,23736010,288807,80838,124250,81801,1,0,0,0
"1352","West South Central",2022-03-06,2021,36,1,41683546,60680693,8688206,28294782,23794211,254771,72835,76524,58201,1,0,0,0
"1353","West South Central",2022-03-13,2021,37,1,41683546,60925659,8764112,28392157,23871375,244966,75906,97375,77164,1,0,0,0
"1354","West South Central",2022-03-20,2021,38,1,41683546,61132737,8838506,28455737,23922769,207078,74394,63580,51394,0,0,0,0
"1355","West South Central",2022-03-27,2021,39,1,41683546,61358026,8914939,28533272,23980852,225289,76433,77535,58083,1,0,0,0
"1356","West South Central",2022-04-03,2021,40,1,41683546,61750361,8996766,28628854,24047677,392335,81827,95582,66825,1,0,0,0
"1357","West South Central",2022-04-10,2021,41,1,41683546,62102125,9071198,28702968,24095963,351764,74432,74114,48286,1,0,0,0
"1358","West South Central",2022-04-17,2021,42,1,41683546,62418588,9137469,28777004,24144121,316463,66271,74036,48158,1,0,0,0
"1359","West South Central",2022-04-24,2021,43,1,41683546,63079103,9244527,28846835,24193273,660515,107058,69831,49152,2,0,0,0
"1360","West South Central",2022-05-01,2021,44,1,41683546,63335403,9299619,28902730,24240568,256300,55092,55895,47295,1,0,0,0
"1361","West South Central",2022-05-08,2021,45,1,41683546,63585287,9352710,28963677,24284380,249884,53091,60947,43812,1,0,0,0
"1362","West South Central",2022-05-15,2021,46,1,41683546,63828513,9403663,29017049,24323276,243226,50953,53372,38896,1,0,0,0
"1363","West South Central",2022-05-22,2021,47,1,41683546,64106537,9430516,29071175,24367253,278024,26853,54126,43977,1,0,0,0
"1364","West South Central",2022-05-29,2021,48,1,41683546,64301802,9439778,29112157,24395892,195265,9262,40982,28639,0,0,0,0
"1365","West South Central",2022-06-05,2021,49,1,41683546,64521532,9451966,29161178,24428360,219730,12188,49021,32468,1,0,0,0
"1366","West South Central",2022-06-12,2021,50,1,41683546,64681146,9459373,29195077,24433761,159614,7407,33899,5401,0,0,0,0
"1367","West South Central",2022-06-19,2021,51,1,41683546,64872232,9470126,29241393,24440173,191086,10753,46316,6412,0,0,0,0
"1368","West South Central",2022-06-26,2021,52,1,41683546,64972889,9496492,29303151,24444639,100657,26366,61758,4466,0,0,0,0
"1369","West South Central",2022-07-03,2022,1,1,41683546,65098753,9504060,29336926,24450795,125864,7568,33775,6156,0,0,0,0
"1370","West South Central",2022-07-10,2022,2,1,41683546,65145808,9513532,29346951,24458375,47055,9472,10025,7580,0,0,0,0
"1371","West South Central",2022-07-17,2022,3,1,41683546,65191769,9522715,29356233,24465660,45961,9183,9282,7285,0,0,0,0
"1372","West South Central",2022-07-24,2022,4,1,41683546,65260603,9537492,29369533,24475193,68834,14777,13300,9533,0,0,0,0
"1373","West South Central",2022-07-31,2022,5,1,41683546,65326594,9550008,29377033,24480163,65991,12516,7500,4970,0,0,0,0
"1374","West South Central",2022-08-07,2022,6,1,41683546,65370965,9560830,29387643,24491502,44371,10822,10610,11339,0,0,0,0
"1375","West South Central",2022-08-14,2022,7,1,41683546,65403793,9568685,29395495,24497466,32828,7855,7852,5964,0,0,0,0
"1376","West South Central",2022-08-21,2022,8,1,41683546,65435795,9575662,29403206,24503720,32002,6977,7711,6254,0,0,0,0
"1377","West South Central",2022-08-28,2022,9,1,41683546,65461899,9581454,29409487,24509384,26104,5792,6281,5664,0,0,0,0
"1378","West South Central",2022-09-04,2022,10,1,41683546,65503107,9584522,29446424,24531752,41208,3068,36937,22368,0,0,0,0
"1379","West South Central",2022-09-11,2022,11,1,41683546,65651102,9589461,29476073,24552462,147995,4939,29649,20710,0,0,0,0
"1380","West South Central",2022-09-18,2022,12,1,41683546,65822502,9597467,29506365,24575323,171400,8006,30292,22861,0,0,0,0
"1381","West South Central",2022-09-25,2022,13,1,41683546,66023663,9607924,29537293,24598103,201161,10457,30928,22780,0,0,0,0
"1382","West South Central",2022-10-02,2022,14,1,41683546,66248263,9623780,29568091,24636332,224600,15856,30798,38229,1,0,0,0
"1383","West South Central",2022-10-09,2022,15,1,41683546,66475569,9636800,29598393,24657703,227306,13020,30302,21371,1,0,0,0
"1384","West South Central",2022-10-16,2022,16,1,41683546,66700593,9649937,29631538,24678664,225024,13137,33145,20961,1,0,0,0
"1385","West South Central",2022-10-23,2022,17,1,41683546,66940991,9664683,29665590,24701598,240398,14746,34052,22934,1,0,0,0
"1386","West South Central",2022-10-30,2022,18,1,41683546,67052348,9678771,29680767,24713527,111357,14088,15177,11929,0,0,0,0
"1387","West South Central",2022-11-06,2022,19,1,41683546,68479136,9880739,29801799,24803506,1426788,201968,121032,89979,3,0,0,0
"1388","West South Central",2022-11-13,2022,20,1,41683546,68732593,9927600,29837481,24827622,253457,46861,35682,24116,1,0,0,0
"1389","West South Central",2022-11-20,2022,21,1,41683546,68981542,9975203,29870662,24851062,248949,47603,33181,23440,1,0,0,0
"1390","West South Central",2022-11-27,2022,22,1,41683546,69122581,10003293,29889162,24864119,141039,28090,18500,13057,0,0,0,0
"1391","West South Central",2022-12-04,2022,23,1,41683546,69312167,10036757,29924144,24880738,189586,33464,34982,16619,0,0,0,0
"1392","West South Central",2022-12-11,2022,24,1,41683546,69509681,10073400,29953714,24898004,197514,36643,29570,17266,0,0,0,0
"1393","West South Central",2022-12-18,2022,25,1,41683546,69707455,10110557,29983003,24915186,197774,37157,29289,17182,0,0,0,0
"1394","West South Central",2022-12-25,2022,26,1,41683546,69818486,10132737,30004221,24925219,111031,22180,21218,10033,0,0,0,0
"1395","West South Central",2023-01-01,2022,27,1,42198606,69967457,10162505,30030049,24939211,148971,29768,25828,13992,0,0,0,0
"1396","West South Central",2023-01-08,2022,28,1,42198606,70104368,10190374,30052805,24952699,136911,27869,22756,13488,0,0,0,0
"1397","West South Central",2023-01-15,2022,29,1,42198606,70220213,10213309,30071995,24964596,115845,22935,19190,11897,0,0,0,0
"1398","West South Central",2023-01-22,2022,30,1,42198606,70305321,10230242,30088874,24974385,85108,16933,16879,9789,0,0,0,0
"1399","West South Central",2023-01-29,2022,31,1,42198606,70376989,10244934,30103595,24983176,71668,14692,14721,8791,0,0,0,0
"1400","West South Central",2023-02-05,2022,32,1,42198606,70432774,10256349,30118113,24990968,55785,11415,14518,7792,0,0,0,0
"1401","West South Central",2023-02-12,2022,33,1,42198606,70490948,10268296,30132785,24999532,58174,11947,14672,8564,0,0,0,0
