"","Province_State","Week","MMWRyear","MMWRweek","MMWRday","Doses_admin_yf","Total_additional_doses_yf","People_at_least_one_dose_yf","People_fully_vaccinated_yf","Doses_admin_yf_daily","Total_additional_doses_yf_daily","People_at_least_one_dose_yf_daily","People_fully_vaccinated_yf_daily"
"1973","Iowa",2022-11-13,2022,20,1,5873842,1138477,2212203,2015052,43426,4993,2695,2512
"1974","Iowa",2022-11-20,2022,21,1,5907985,1142525,2214446,2017120,34143,4048,2243,2068
"1975","Iowa",2022-11-27,2022,22,1,5927932,1145192,2215894,2018502,19947,2667,1448,1382
"1976","Iowa",2022-12-04,2022,23,1,5950297,1147863,2217510,2020057,22365,2671,1616,1555
"1977","Iowa",2022-12-11,2022,24,1,5977707,1151170,2219304,2021646,27410,3307,1794,1589
"1978","Iowa",2022-12-18,2022,25,1,5994134,1153450,2220667,2022827,16427,2280,1363,1181
"1979","Iowa",2022-12-25,2022,26,1,6014512,1155979,2221926,2024038,20378,2529,1259,1211
"1980","Iowa",2023-01-01,2022,27,1,6030961,1158263,2223325,2025379,16449,2284,1399,1341
"1981","Iowa",2023-01-08,2022,28,1,6044165,1160240,2224545,2026589,13204,1977,1220,1210
"1982","Iowa",2023-01-15,2022,29,1,6056723,1161989,2225691,2027566,12558,1749,1146,977
"1983","Iowa",2023-01-22,2022,30,1,6064562,1163217,2226551,2028323,7839,1228,860,757
"1984","Iowa",2023-01-29,2022,31,1,6073612,1164693,2227610,2029318,9050,1476,1059,995
"1985","Iowa",2023-02-05,2022,32,1,6080115,1165743,2228478,2030090,6503,1050,868,772
"1986","Iowa",2023-02-12,2022,33,1,6085492,1166599,2229220,2030761,5377,856,742,671
"1987","Iowa",2023-02-19,2022,34,1,6089066,1167217,2229714,2031238,3574,618,494,477
"1988","Iowa",2023-02-26,2022,35,1,6093676,1168028,2230370,2031863,4610,811,656,625
"1989","Iowa",2023-03-05,2022,36,1,6093676,1168028,2230370,2031863,0,0,0,0
"1990","Kansas",2020-12-13,2020,25,1,341,0,0,0,341,0,0,0
"1991","Kansas",2020-12-20,2020,26,1,10566,0,0,0,10225,0,0,0
"1992","Kansas",2020-12-27,2020,27,1,15779,0,0,0,5213,0,0,0
"1993","Kansas",2021-01-03,2020,27,1,58841,0,0,0,43062,0,0,0
"1994","Kansas",2021-01-10,2020,28,1,103975,0,0,0,45134,0,0,0
"1995","Kansas",2021-01-17,2020,29,1,137094,0,0,0,33119,0,0,0
"1996","Kansas",2021-01-24,2020,30,1,190540,0,0,0,53446,0,0,0
"1997","Kansas",2021-01-31,2020,31,1,263624,0,0,0,73084,0,0,0
"1998","Kansas",2021-02-07,2020,32,1,350741,0,0,0,87117,0,0,0
"1999","Kansas",2021-02-14,2020,33,1,466718,0,353418,0,115977,0,353418,0
"2000","Kansas",2021-02-21,2020,34,1,560776,0,405241,0,94058,0,51823,0
"2001","Kansas",2021-02-28,2020,35,1,683046,0,475698,237877,122270,0,70457,237877
"2002","Kansas",2021-03-07,2020,36,1,847260,0,582831,303570,164214,0,107133,65693
"2003","Kansas",2021-03-14,2020,37,1,997844,0,686025,361435,150584,0,103194,57865
"2004","Kansas",2021-03-21,2020,38,1,1170671,0,800279,431585,172827,0,114254,70150
"2005","Kansas",2021-03-28,2020,39,1,1367364,0,928566,519347,196693,0,128287,87762
"2006","Kansas",2021-04-04,2020,40,1,1558508,0,1048351,609953,191144,0,119785,90606
"2007","Kansas",2021-04-11,2020,41,1,1758086,0,1147957,731678,199578,0,99606,121725
"2008","Kansas",2021-04-18,2020,42,1,1908417,0,1206150,833899,150331,0,58193,102221
"2009","Kansas",2021-04-25,2020,43,1,2015317,0,1238463,916534,106900,0,32313,82635
"2010","Kansas",2021-05-02,2020,44,1,2115612,0,1266656,994177,100295,0,28193,77643
"2011","Kansas",2021-05-09,2020,45,1,2189018,0,1291346,1047374,73406,0,24690,53197
"2012","Kansas",2021-05-16,2020,46,1,2245391,0,1320748,1078293,56373,0,29402,30919
"2013","Kansas",2021-05-23,2020,47,1,2304616,0,1353364,1107774,59225,0,32616,29481
"2014","Kansas",2021-05-30,2020,48,1,2343100,0,1372739,1128526,38484,0,19375,20752
"2015","Kansas",2021-06-06,2020,49,1,2382271,0,1390105,1152699,39171,0,17366,24173
"2016","Kansas",2021-06-13,2020,50,1,2427645,0,1407778,1185143,45374,0,17673,32444
"2017","Kansas",2021-06-20,2020,51,1,2456518,0,1420367,1202640,28873,0,12589,17497
"2018","Kansas",2021-06-27,2020,52,1,2496331,0,1437099,1227268,39813,0,16732,24628
"2019","Kansas",2021-07-04,2021,1,1,2517386,0,1448045,1238123,21055,0,10946,10855
"2020","Kansas",2021-07-11,2021,2,1,2540782,0,1461623,1249272,23396,0,13578,11149
"2021","Kansas",2021-07-18,2021,3,1,2569533,0,1479199,1261681,28751,0,17576,12409
"2022","Kansas",2021-07-25,2021,4,1,2695954,0,1548703,1314972,126421,0,69504,53291
"2023","Kansas",2021-08-01,2021,5,1,2738798,0,1578227,1329793,42844,0,29524,14821
"2024","Kansas",2021-08-08,2021,6,1,2780814,0,1605249,1345873,42016,0,27022,16080
"2025","Kansas",2021-08-15,2021,7,1,2829387,0,1631959,1366578,48573,0,26710,20705
"2026","Kansas",2021-08-22,2021,8,1,2884063,0,1657114,1392460,54676,0,25155,25882
"2027","Kansas",2021-08-29,2021,9,1,2936000,0,1681087,1416820,51937,0,23973,24360
"2028","Kansas",2021-09-05,2021,10,1,2975922,0,1699286,1435971,39922,0,18199,19151
"2029","Kansas",2021-09-12,2021,11,1,3015833,0,1716540,1456293,39911,0,17254,20322
"2030","Kansas",2021-09-19,2021,12,1,3050285,0,1730122,1474781,34452,0,13582,18488
"2031","Kansas",2021-09-26,2021,13,1,3092716,0,1747415,1492281,42431,0,17293,17500
"2032","Kansas",2021-10-03,2021,14,1,3149155,0,1764363,1507919,56439,0,16948,15638
"2033","Kansas",2021-10-10,2021,15,1,3203303,0,1779514,1521965,54148,0,15151,14046
"2034","Kansas",2021-10-17,2021,16,1,3251403,98788,1797325,1535684,48100,98788,17811,13719
"2035","Kansas",2021-10-24,2021,17,1,3318381,136890,1815656,1546926,66978,38102,18331,11242
"2036","Kansas",2021-10-31,2021,18,1,3394516,185412,1834175,1557100,76135,48522,18519,10174
"2037","Kansas",2021-11-07,2021,19,1,3471462,231003,1857665,1566844,76946,45591,23490,9744
"2038","Kansas",2021-11-14,2021,20,1,3577131,285539,1891983,1577384,105669,54536,34318,10540
"2039","Kansas",2021-11-21,2021,21,1,3644839,326167,1912921,1584917,67708,40628,20938,7533
"2040","Kansas",2021-11-28,2021,22,1,3728985,372775,1937423,1598864,84146,46608,24502,13947
"2041","Kansas",2021-12-05,2021,23,1,3834019,430678,1962720,1621007,105034,57903,25297,22143
"2042","Kansas",2021-12-12,2021,24,1,3924069,480952,1983834,1639127,90050,50274,21114,18120
"2043","Kansas",2021-12-19,2021,25,1,4006142,528353,2006350,1652100,82073,47401,22516,12973
"2044","Kansas",2021-12-26,2021,26,1,4086291,561807,2022600,1663055,80149,33454,16250,10955
"2045","Kansas",2022-01-02,2021,27,1,4139928,589819,2038378,1671918,53637,28012,15778,8863
"2046","Kansas",2022-01-09,2021,28,1,4204544,624285,2056950,1683502,64616,34466,18572,11584
"2047","Kansas",2022-01-16,2021,29,1,4263558,654932,2094864,1708028,59014,30647,37914,24526
"2048","Kansas",2022-01-23,2021,30,1,4306011,675473,2107463,1717283,42453,20541,12599,9255
"2049","Kansas",2022-01-30,2021,31,1,4340573,690904,2117381,1727179,34562,15431,9918,9896
"2050","Kansas",2022-02-06,2021,32,1,4366931,701957,2124068,1735317,26358,11053,6687,8138
"2051","Kansas",2022-02-13,2021,33,1,4411898,711827,2132401,1744291,44967,9870,8333,8974
"2052","Kansas",2022-02-20,2021,34,1,4428962,718665,2136904,1749522,17064,6838,4503,5231
"2053","Kansas",2022-02-27,2021,35,1,4453327,726504,2143942,1758059,24365,7839,7038,8537
"2054","Kansas",2022-03-06,2021,36,1,4472153,734167,2148476,1763755,18826,7663,4534,5696
"2055","Kansas",2022-03-13,2021,37,1,4482107,738075,2151286,1766706,9954,3908,2810,2951
"2056","Kansas",2022-03-20,2021,38,1,4493042,742550,2154044,1769601,10935,4475,2758,2895
"2057","Kansas",2022-03-27,2021,39,1,4502721,746202,2154044,1771960,9679,3652,0,2359
"2058","Kansas",2022-04-03,2021,40,1,4522288,749803,2154044,1775428,19567,3601,0,3468
"2059","Kansas",2022-04-10,2021,41,1,4552246,754775,2154044,1780489,29958,4972,0,5061
"2060","Kansas",2022-04-17,2021,42,1,4576529,758612,2154044,1784634,24283,3837,0,4145
"2061","Kansas",2022-04-24,2021,43,1,4599790,762466,2154044,1788203,23261,3854,0,3569
"2062","Kansas",2022-05-01,2021,44,1,4622619,766458,2154044,1791955,22829,3992,0,3752
"2063","Kansas",2022-05-08,2021,45,1,4642352,770053,2154044,1795475,19733,3595,0,3520
"2064","Kansas",2022-05-15,2021,46,1,4663402,773887,2154044,1798764,21050,3834,0,3289
"2065","Kansas",2022-05-22,2021,47,1,4670631,778236,2154044,1801836,7229,4349,0,3072
"2066","Kansas",2022-05-29,2021,48,1,4670631,781722,2154044,1804081,0,3486,0,2245
"2067","Kansas",2022-06-05,2021,49,1,4670631,808529,2154044,1818658,0,26807,0,14577
"2068","Kansas",2022-06-12,2021,50,1,4670631,811421,2154044,1820270,0,2892,0,1612
"2069","Kansas",2022-06-19,2021,51,1,4670631,813909,2154044,1821877,0,2488,0,1607
"2070","Kansas",2022-06-26,2021,52,1,4670631,823716,2154044,1822517,0,9807,0,640
"2071","Kansas",2022-07-03,2022,1,1,4678786,826576,2154044,1824234,8154,2860,0,1717
"2072","Kansas",2022-07-10,2022,2,1,4696141,830677,2154044,1826799,17355,4101,0,2565
"2073","Kansas",2022-07-17,2022,3,1,4718365,835049,2154044,1829395,22224,4372,0,2596
"2074","Kansas",2022-07-24,2022,4,1,4739858,839406,2154044,1832075,21493,4357,0,2680
"2075","Kansas",2022-07-31,2022,5,1,4759954,843575,2154044,1834041,20096,4169,0,1966
"2076","Kansas",2022-08-07,2022,6,1,4777549,848643,2154044,1839140,17595,5068,0,5099
"2077","Kansas",2022-08-14,2022,7,1,4791732,852144,2155671,1841479,14183,3501,1626,2339
"2078","Kansas",2022-08-21,2022,8,1,4803071,854473,2158326,1843390,11339,2329,2655,1911
"2079","Kansas",2022-08-28,2022,9,1,4812585,856473,2160689,1845074,9514,2000,2363,1684
"2080","Kansas",2022-09-04,2022,10,1,4817969,857535,2162128,1846220,5384,1062,1439,1146
"2081","Kansas",2022-09-11,2022,11,1,4833013,859590,2164463,1849018,15044,2055,2335,2798
"2082","Kansas",2022-09-18,2022,12,1,4858561,862637,2167248,1851926,25548,3047,2785,2908
"2083","Kansas",2022-09-25,2022,13,1,4893322,866781,2170574,1855613,34761,4144,3326,3687
"2084","Kansas",2022-10-02,2022,14,1,4932409,872658,2174041,1861637,39087,5877,3467,6024
"2085","Kansas",2022-10-09,2022,15,1,4972779,877664,2177939,1865212,40370,5006,3898,3575
"2086","Kansas",2022-10-16,2022,16,1,5013773,882809,2181821,1868793,40994,5145,3882,3581
"2087","Kansas",2022-10-23,2022,17,1,5057447,888704,2185874,1872733,43674,5895,4053,3940
"2088","Kansas",2022-10-30,2022,18,1,5102150,894721,2190186,1876846,44703,6017,4312,4113
"2089","Kansas",2022-11-06,2022,19,1,5133393,899352,2193647,1879667,31243,4631,3461,2821
"2090","Kansas",2022-11-13,2022,20,1,5165626,904185,2197356,1882725,32233,4833,3709,3058
"2091","Kansas",2022-11-20,2022,21,1,5195499,908468,2200591,1885492,29873,4283,3235,2767
"2092","Kansas",2022-11-27,2022,22,1,5211466,911103,2202250,1887066,15967,2635,1659,1574
"2093","Kansas",2022-12-04,2022,23,1,5231753,914224,2204625,1889155,20287,3121,2375,2089
"2094","Kansas",2022-12-11,2022,24,1,5251663,917317,2207176,1891186,19910,3093,2551,2031
"2095","Kansas",2022-12-18,2022,25,1,5272236,920463,2209656,1893151,20573,3146,2480,1965
"2096","Kansas",2022-12-25,2022,26,1,5282684,922111,2210954,1894261,10448,1648,1298,1110
"2097","Kansas",2023-01-01,2022,27,1,5288254,923024,2211903,1894985,5570,913,949,724
"2098","Kansas",2023-01-08,2022,28,1,5298512,924886,2213419,1896322,10258,1862,1516,1337
"2099","Kansas",2023-01-15,2022,29,1,5313309,927335,2215461,1898081,14797,2449,2042,1759
"2100","Kansas",2023-01-22,2022,30,1,5324199,929109,2217216,1899510,10890,1774,1755,1429
"2101","Kansas",2023-01-29,2022,31,1,5331274,930297,2218475,1900513,7075,1188,1259,1003
"2102","Kansas",2023-02-05,2022,32,1,5337324,931339,2219536,1901427,6050,1042,1061,914
"2103","Kansas",2023-02-12,2022,33,1,5342187,932238,2220556,1902211,4863,899,1020,784
"2104","Kansas",2023-02-19,2022,34,1,5342313,932353,2220766,1902333,126,115,210,122
"2105","Kansas",2023-02-26,2022,35,1,5351180,933915,2222386,1903883,8867,1562,1620,1550
"2106","Kansas",2023-03-05,2022,36,1,5351180,933915,2222386,1903883,0,0,0,0
"2107","Kentucky",2020-12-13,2020,25,1,3377,0,0,0,3377,0,0,0
"2108","Kentucky",2020-12-20,2020,26,1,22016,0,0,0,18639,0,0,0
"2109","Kentucky",2020-12-27,2020,27,1,56498,0,0,0,34482,0,0,0
"2110","Kentucky",2021-01-03,2020,27,1,94440,0,0,0,37942,0,0,0
"2111","Kentucky",2021-01-10,2020,28,1,174748,0,0,0,80308,0,0,0
"2112","Kentucky",2021-01-17,2020,29,1,254144,0,0,0,79396,0,0,0
"2113","Kentucky",2021-01-24,2020,30,1,366643,0,0,0,112499,0,0,0
"2114","Kentucky",2021-01-31,2020,31,1,483777,0,0,0,117134,0,0,0
"2115","Kentucky",2021-02-07,2020,32,1,636518,0,0,0,152741,0,0,0
"2116","Kentucky",2021-02-14,2020,33,1,779109,0,569017,0,142591,0,569017,0
"2117","Kentucky",2021-02-21,2020,34,1,945168,0,654232,0,166059,0,85215,0
"2118","Kentucky",2021-02-28,2020,35,1,1162694,0,789697,397448,217526,0,135465,397448
"2119","Kentucky",2021-03-07,2020,36,1,1401175,0,953333,484809,238481,0,163636,87361
"2120","Kentucky",2021-03-14,2020,37,1,1668125,0,1129895,589338,266950,0,176562,104529
"2121","Kentucky",2021-03-21,2020,38,1,1924602,0,1300503,681481,256477,0,170608,92143
"2122","Kentucky",2021-03-28,2020,39,1,2192380,0,1430282,827294,267778,0,129779,145813
"2123","Kentucky",2021-04-04,2020,40,1,2471143,0,1570018,989952,278763,0,139736,162658
"2124","Kentucky",2021-04-11,2020,41,1,2755582,0,1697397,1172523,284439,0,127379,182571
"2125","Kentucky",2021-04-18,2020,42,1,2977151,0,1776472,1313783,221569,0,79075,141260
"2126","Kentucky",2021-04-25,2020,43,1,3142500,0,1834755,1420964,165349,0,58283,107181
"2127","Kentucky",2021-05-02,2020,44,1,3263399,0,1877172,1503235,120899,0,42417,82271
"2128","Kentucky",2021-05-09,2020,45,1,3390010,0,1926862,1591177,126611,0,49690,87942
"2129","Kentucky",2021-05-16,2020,46,1,3506028,0,1988428,1652655,116018,0,61566,61478
"2130","Kentucky",2021-05-23,2020,47,1,3615995,0,2055952,1700916,109967,0,67524,48261
"2131","Kentucky",2021-05-30,2020,48,1,3680332,0,2091049,1734544,64337,0,35097,33628
"2132","Kentucky",2021-06-06,2020,49,1,3752153,0,2123868,1776807,71821,0,32819,42263
"2133","Kentucky",2021-06-13,2020,50,1,3880738,0,2168098,1866176,128585,0,44230,89369
"2134","Kentucky",2021-06-20,2020,51,1,3941892,0,2193500,1904620,61154,0,25402,38444
"2135","Kentucky",2021-06-27,2020,52,1,4010751,0,2217702,1951895,68859,0,24202,47275
"2136","Kentucky",2021-07-04,2021,1,1,4047579,0,2235087,1973726,36828,0,17385,21831
"2137","Kentucky",2021-07-11,2021,2,1,4088893,0,2256700,1994964,41314,0,21613,21238
"2138","Kentucky",2021-07-18,2021,3,1,4131634,0,2283310,2013778,42741,0,26610,18814
"2139","Kentucky",2021-07-25,2021,4,1,4185225,0,2320180,2032349,53591,0,36870,18571
"2140","Kentucky",2021-08-01,2021,5,1,4256600,0,2369450,2056629,71375,0,49270,24280
"2141","Kentucky",2021-08-08,2021,6,1,4325135,0,2417736,2079283,68535,0,48286,22654
"2142","Kentucky",2021-08-15,2021,7,1,4406892,0,2468450,2109346,81757,0,50714,30063
"2143","Kentucky",2021-08-22,2021,8,1,4500615,0,2519808,2146124,93723,0,51358,36778
"2144","Kentucky",2021-08-29,2021,9,1,4603112,0,2573302,2187280,102497,0,53494,41156
"2145","Kentucky",2021-09-05,2021,10,1,4685300,0,2612802,2222756,82188,0,39500,35476
"2146","Kentucky",2021-09-12,2021,11,1,4773886,0,2654385,2263535,88586,0,41583,40779
"2147","Kentucky",2021-09-19,2021,12,1,4852583,0,2685634,2304580,78697,0,31249,41045
"2148","Kentucky",2021-09-26,2021,13,1,4946999,0,2689510,2342894,94416,0,3876,38314
"2149","Kentucky",2021-10-03,2021,14,1,5053351,0,2689510,2343166,106352,0,0,272
"2150","Kentucky",2021-10-10,2021,15,1,5095091,0,2689510,2343166,41740,0,0,0
"2151","Kentucky",2021-10-17,2021,16,1,5095091,179592,2689510,2343166,0,179592,0,0
"2152","Kentucky",2021-10-24,2021,17,1,5095091,237146,2689510,2343166,0,57554,0,0
"2153","Kentucky",2021-10-31,2021,18,1,5095091,313848,2689510,2343166,0,76702,0,0
"2154","Kentucky",2021-11-07,2021,19,1,5115328,397935,2689510,2343166,20236,84087,0,0
"2155","Kentucky",2021-11-14,2021,20,1,5254918,473328,2689510,2343166,139590,75393,0,0
"2156","Kentucky",2021-11-21,2021,21,1,5346850,530146,2689510,2343166,91932,56818,0,0
"2157","Kentucky",2021-11-28,2021,22,1,5473248,606413,2704956,2343166,126398,76267,15445,0
"2158","Kentucky",2021-12-05,2021,23,1,5616776,689690,2734340,2374243,143528,83277,29384,31076
"2159","Kentucky",2021-12-12,2021,24,1,5728262,755627,2755948,2398148,111486,65937,21608,23905
"2160","Kentucky",2021-12-19,2021,25,1,5835486,822748,2778065,2413616,107224,67121,22117,15468
"2161","Kentucky",2021-12-26,2021,26,1,5904238,863745,2794360,2424784,68752,40997,16295,11168
"2162","Kentucky",2022-01-02,2021,27,1,5980130,908094,2813141,2437132,75892,44349,18781,12348
"2163","Kentucky",2022-01-09,2021,28,1,6055235,951049,2831858,2449026,75105,42955,18717,11894
"2164","Kentucky",2022-01-16,2021,29,1,6124957,991535,2869919,2472359,69722,40486,38061,23333
"2165","Kentucky",2022-01-23,2021,30,1,6177199,1019815,2882945,2483343,52242,28280,13026,10984
"2166","Kentucky",2022-01-30,2021,31,1,6218580,1040472,2893250,2493834,41381,20657,10305,10491
"2167","Kentucky",2022-02-06,2021,32,1,6245433,1051709,2900425,2502505,26853,11237,7175,8671
"2168","Kentucky",2022-02-13,2021,33,1,6286244,1064338,2909168,2512542,40811,12629,8743,10037
"2169","Kentucky",2022-02-20,2021,34,1,6311028,1074870,2915533,2519994,24784,10532,6365,7452
"2170","Kentucky",2022-02-27,2021,35,1,6323433,1080060,2919106,2523752,12405,5190,3573,3758
"2171","Kentucky",2022-03-06,2021,36,1,6353688,1092713,2926637,2532972,30255,12653,7531,9220
"2172","Kentucky",2022-03-13,2021,37,1,6370530,1099511,2931159,2538204,16842,6798,4522,5232
"2173","Kentucky",2022-03-20,2021,38,1,6383692,1105036,2934796,2541799,13162,5525,3637,3595
"2174","Kentucky",2022-03-27,2021,39,1,6401991,1111649,2939691,2547169,18299,6613,4895,5370
"2175","Kentucky",2022-04-03,2021,40,1,6428942,1117452,2943501,2551273,26951,5803,3810,4104
"2176","Kentucky",2022-04-10,2021,41,1,6463563,1123430,2947733,2555669,34621,5978,4232,4396
"2177","Kentucky",2022-04-17,2021,42,1,6492990,1128392,2951085,2559319,29427,4962,3352,3650
"2178","Kentucky",2022-04-24,2021,43,1,6518181,1132891,2954188,2562557,25191,4499,3103,3238
"2179","Kentucky",2022-05-01,2021,44,1,6541100,1137023,2957180,2565591,22919,4132,2992,3034
"2180","Kentucky",2022-05-08,2021,45,1,6561789,1141143,2960093,2568496,20689,4120,2913,2905
"2181","Kentucky",2022-05-15,2021,46,1,6586158,1145572,2963127,2571307,24369,4429,3034,2811
"2182","Kentucky",2022-05-22,2021,47,1,6612106,1150656,2966352,2574250,25948,5084,3225,2943
"2183","Kentucky",2022-05-29,2021,48,1,6631116,1154722,2968780,2576540,19010,4066,2428,2290
"2184","Kentucky",2022-06-05,2021,49,1,6651886,1159486,2972239,2579505,20770,4764,3459,2965
"2185","Kentucky",2022-06-12,2021,50,1,6667217,1163072,2974671,2581476,15331,3586,2432,1971
"2186","Kentucky",2022-06-19,2021,51,1,6680453,1166127,2976539,2583150,13236,3055,1868,1674
"2187","Kentucky",2022-06-26,2021,52,1,6692940,1174862,2981989,2586948,12487,8735,5450,3798
"2188","Kentucky",2022-07-03,2022,1,1,6707654,1178034,2985219,2588624,14714,3172,3230,1676
"2189","Kentucky",2022-07-10,2022,2,1,6723457,1181473,2988886,2590737,15803,3439,3667,2113
"2190","Kentucky",2022-07-17,2022,3,1,6747393,1186091,2992944,2593203,23936,4618,4058,2466
"2191","Kentucky",2022-07-24,2022,4,1,6773854,1191219,2997268,2596114,26461,5128,4324,2911
"2192","Kentucky",2022-07-31,2022,5,1,6796916,1196105,3000794,2598469,23062,4886,3526,2355
"2193","Kentucky",2022-08-07,2022,6,1,6815222,1200918,3004526,2602897,18306,4813,3732,4428
"2194","Kentucky",2022-08-14,2022,7,1,6830209,1204420,3007771,2605149,14987,3502,3245,2252
"2195","Kentucky",2022-08-21,2022,8,1,6842713,1207134,3010511,2607204,12504,2714,2740,2055
"2196","Kentucky",2022-08-28,2022,9,1,6854780,1209817,3013156,2609230,12067,2683,2645,2026
"2197","Kentucky",2022-09-04,2022,10,1,6859802,1210823,3014605,2610361,5022,1006,1449,1131
"2198","Kentucky",2022-09-11,2022,11,1,6871713,1212286,3016920,2612337,11911,1463,2315,1976
"2199","Kentucky",2022-09-18,2022,12,1,6906735,1216078,3020484,2615693,35022,3792,3564,3356
"2200","Kentucky",2022-09-25,2022,13,1,6950344,1221222,3024156,2619086,43609,5144,3672,3393
"2201","Kentucky",2022-10-02,2022,14,1,6994880,1227124,3027955,2623538,44536,5902,3799,4452
"2202","Kentucky",2022-10-09,2022,15,1,7036983,1231913,3031299,2626589,42103,4789,3344,3051
"2203","Kentucky",2022-10-16,2022,16,1,7078732,1236883,3035165,2629801,41749,4970,3866,3212
"2204","Kentucky",2022-10-23,2022,17,1,7144109,1244188,3040388,2634385,65377,7305,5223,4584
"2205","Kentucky",2022-10-30,2022,18,1,7197019,1250830,3044853,2638253,52910,6642,4465,3868
"2206","Kentucky",2022-11-06,2022,19,1,7243955,1256937,3048972,2641629,46936,6107,4119,3376
"2207","Kentucky",2022-11-13,2022,20,1,7276494,1261477,3052417,2644288,32539,4540,3445,2659
"2208","Kentucky",2022-11-20,2022,21,1,7305725,1265642,3055197,2646500,29231,4165,2780,2212
"2209","Kentucky",2022-11-27,2022,22,1,7322506,1268018,3056833,2647830,16781,2376,1636,1330
"2210","Kentucky",2022-12-04,2022,23,1,7344505,1271028,3059104,2649669,21999,3010,2271,1839
"2211","Kentucky",2022-12-11,2022,24,1,7364606,1273956,3061282,2651434,20101,2928,2178,1765
"2212","Kentucky",2022-12-18,2022,25,1,7383918,1276737,3063389,2653028,19312,2781,2107,1594
