"","Province_State","Week","MMWRyear","MMWRweek","MMWRday","Doses_admin_yf","Total_additional_doses_yf","People_at_least_one_dose_yf","People_fully_vaccinated_yf","Doses_admin_yf_daily","Total_additional_doses_yf_daily","People_at_least_one_dose_yf_daily","People_fully_vaccinated_yf_daily"
"1692","Illinois",2021-12-19,2021,25,1,19564625,2957644,9099089,8107224,492107,318888,110699,63740
"1693","Illinois",2021-12-26,2021,26,1,19838586,3156920,9149557,8134034,273961,199276,50468,26810
"1694","Illinois",2022-01-02,2021,27,1,20157561,3345152,9241714,8187574,318975,188232,92157,53540
"1695","Illinois",2022-01-09,2021,28,1,20536185,3564278,9349469,8242457,378624,219126,107755,54882
"1696","Illinois",2022-01-16,2021,29,1,20849128,3748083,9456039,8302234,312943,183805,106570,59777
"1697","Illinois",2022-01-23,2021,30,1,21124564,3906344,9518879,8353840,275436,158261,62840,51606
"1698","Illinois",2022-01-30,2021,31,1,21362103,4015009,9569695,8416293,237539,108665,50815,62453
"1699","Illinois",2022-02-06,2021,32,1,21474503,4079653,9583748,8452968,112400,64644,14053,36675
"1700","Illinois",2022-02-13,2021,33,1,21617239,4139185,9601156,8496648,142735,59532,17407,43680
"1701","Illinois",2022-02-20,2021,34,1,21728388,4181787,9617847,8532733,111149,42602,16691,36084
"1702","Illinois",2022-02-27,2021,35,1,21819613,4222131,9639745,8566140,91225,40344,21897,33407
"1703","Illinois",2022-03-06,2021,36,1,21887645,4250407,9656361,8591533,68032,28276,16616,25393
"1704","Illinois",2022-03-13,2021,37,1,21945908,4282870,9662108,8609273,58263,32462,5746,17739
"1705","Illinois",2022-03-20,2021,38,1,22010718,4315901,9674243,8629655,64809,33031,12135,20381
"1706","Illinois",2022-03-27,2021,39,1,22057936,4342643,9678683,8642198,47218,26742,4439,12543
"1707","Illinois",2022-04-03,2021,40,1,22195879,4371453,9686779,8661173,137943,28810,8095,18975
"1708","Illinois",2022-04-10,2021,41,1,22338003,4399104,9690552,8676389,142124,27651,3773,15215
"1709","Illinois",2022-04-17,2021,42,1,22428514,4417562,9690552,8681948,90510,18458,0,5559
"1710","Illinois",2022-04-24,2021,43,1,22579602,4450665,9690552,8704684,151088,33103,0,22735
"1711","Illinois",2022-05-01,2021,44,1,22692535,4485575,9690552,8718043,112932,34910,0,13358
"1712","Illinois",2022-05-08,2021,45,1,22870059,4536532,9690552,8747843,177524,50957,0,29800
"1713","Illinois",2022-05-15,2021,46,1,22923889,4559941,9690552,8747843,53830,23409,0,0
"1714","Illinois",2022-05-22,2021,47,1,23025883,4590257,9690552,8747843,101993,30315,0,0
"1715","Illinois",2022-05-29,2021,48,1,23069497,4605296,9690552,8747843,43614,15039,0,0
"1716","Illinois",2022-06-05,2021,49,1,23107757,4620773,9690552,8747843,38259,15476,0,0
"1717","Illinois",2022-06-12,2021,50,1,23201025,4645258,9690552,8751561,93268,24485,0,3717
"1718","Illinois",2022-06-19,2021,51,1,23222396,4655760,9690552,8751561,21371,10502,0,0
"1719","Illinois",2022-06-26,2021,52,1,23249715,4680444,9690552,8751561,27319,24684,0,0
"1720","Illinois",2022-07-03,2022,1,1,23313781,4696568,9690552,8757469,64066,16124,0,5907
"1721","Illinois",2022-07-10,2022,2,1,23377167,4713393,9695759,8762881,63386,16825,5206,5412
"1722","Illinois",2022-07-17,2022,3,1,23474386,4735110,9716067,8772684,97219,21717,20308,9803
"1723","Illinois",2022-07-24,2022,4,1,23566250,4754233,9735813,8780574,91864,19123,19746,7890
"1724","Illinois",2022-07-31,2022,5,1,23644004,4771387,9748453,8786054,77754,17154,12640,5480
"1725","Illinois",2022-08-07,2022,6,1,23726379,4792990,9767764,8802524,82375,21603,19311,16470
"1726","Illinois",2022-08-14,2022,7,1,23776494,4809080,9774733,8808688,50115,16090,6969,6164
"1727","Illinois",2022-08-21,2022,8,1,23813950,4821808,9778925,8813180,37456,12728,4192,4492
"1728","Illinois",2022-08-28,2022,9,1,23852397,4831908,9785971,8819390,38447,10100,7046,6210
"1729","Illinois",2022-09-04,2022,10,1,23876285,4837240,9792215,8824657,23888,5332,6244,5267
"1730","Illinois",2022-09-11,2022,11,1,24007969,4848251,9804138,8833622,131684,11011,11923,8965
"1731","Illinois",2022-09-18,2022,12,1,24196590,4864466,9824457,8847929,188621,16215,20319,14307
"1732","Illinois",2022-09-25,2022,13,1,24430814,4890580,9856601,8873845,234224,26114,32144,25916
"1733","Illinois",2022-10-02,2022,14,1,24643666,4912119,9875719,8893660,212852,21539,19118,19815
"1734","Illinois",2022-10-09,2022,15,1,24834742,4927257,9884280,8902330,191076,15138,8561,8670
"1735","Illinois",2022-10-16,2022,16,1,25040595,4940948,9893283,8911361,205853,13691,9003,9031
"1736","Illinois",2022-10-23,2022,17,1,25262528,4964039,9914084,8926581,221933,23091,20801,15220
"1737","Illinois",2022-10-30,2022,18,1,25489693,4989440,9938834,8946529,227165,25401,24750,19948
"1738","Illinois",2022-11-06,2022,19,1,25637743,5005861,9948984,8955748,148050,16421,10150,9219
"1739","Illinois",2022-11-13,2022,20,1,25837149,5031815,9969565,8973214,199406,25954,20581,17466
"1740","Illinois",2022-11-20,2022,21,1,25950462,5042710,9969565,8973214,113313,10895,0,0
"1741","Illinois",2022-11-27,2022,22,1,26067241,5058586,9982970,8983955,116779,15876,13405,10740
"1742","Illinois",2022-12-04,2022,23,1,26117630,5063963,9982970,8983955,50389,5377,0,0
"1743","Illinois",2022-12-11,2022,24,1,26231591,5078687,9991032,8992675,113961,14724,8062,8720
"1744","Illinois",2022-12-18,2022,25,1,26314902,5087855,9995024,8995759,83311,9168,3992,3084
"1745","Illinois",2022-12-25,2022,26,1,26360133,5094576,9996076,8998530,45231,6721,1052,2771
"1746","Illinois",2023-01-01,2022,27,1,26391286,5098760,9996076,8998530,31153,4184,0,0
"1747","Illinois",2023-01-08,2022,28,1,26478382,5113532,10008825,9010609,87096,14772,12749,12079
"1748","Illinois",2023-01-15,2022,29,1,26512498,5117902,10008825,9011995,34116,4370,0,1386
"1749","Illinois",2023-01-22,2022,30,1,26533405,5121201,10008825,9011995,20907,3299,0,0
"1750","Illinois",2023-01-29,2022,31,1,26582346,5130375,10017343,9021295,48941,9174,8517,9300
"1751","Illinois",2023-02-05,2022,32,1,26634263,5140156,10028100,9031844,51917,9781,10757,10549
"1752","Illinois",2023-02-12,2022,33,1,26674301,5149932,10030974,9039542,40038,9776,2874,7698
"1753","Illinois",2023-02-19,2022,34,1,26700963,5155494,10033657,9043622,26662,5562,2683,4080
"1754","Illinois",2023-02-26,2022,35,1,26720097,5159794,10034284,9046248,19134,4300,627,2626
"1755","Illinois",2023-03-05,2022,36,1,26720097,5159794,10034284,9046248,0,0,0,0
"1756","Indiana",2020-12-13,2020,25,1,2778,0,0,0,2778,0,0,0
"1757","Indiana",2020-12-20,2020,26,1,33635,0,0,0,30857,0,0,0
"1758","Indiana",2020-12-27,2020,27,1,85751,0,0,0,52116,0,0,0
"1759","Indiana",2021-01-03,2020,27,1,150187,0,0,0,64436,0,0,0
"1760","Indiana",2021-01-10,2020,28,1,281392,0,0,0,131205,0,0,0
"1761","Indiana",2021-01-17,2020,29,1,414127,0,0,0,132735,0,0,0
"1762","Indiana",2021-01-24,2020,30,1,581322,0,0,0,167195,0,0,0
"1763","Indiana",2021-01-31,2020,31,1,710888,0,0,0,129566,0,0,0
"1764","Indiana",2021-02-07,2020,32,1,873568,0,0,0,162680,0,0,0
"1765","Indiana",2021-02-14,2020,33,1,1194094,0,842552,0,320526,0,842552,0
"1766","Indiana",2021-02-21,2020,34,1,1505040,0,965809,0,310946,0,123257,0
"1767","Indiana",2021-02-28,2020,35,1,1748623,0,1079060,652109,243583,0,113251,652109
"1768","Indiana",2021-03-07,2020,36,1,2030306,0,1239957,792015,281683,0,160897,139906
"1769","Indiana",2021-03-14,2020,37,1,2304432,0,1407346,913463,274126,0,167389,121448
"1770","Indiana",2021-03-21,2020,38,1,2598661,0,1589654,1036624,294229,0,182308,123161
"1771","Indiana",2021-03-28,2020,39,1,2903944,0,1771372,1174624,305283,0,181718,138000
"1772","Indiana",2021-04-04,2020,40,1,3229355,0,1976719,1326151,325411,0,205347,151527
"1773","Indiana",2021-04-11,2020,41,1,3575816,0,2180239,1480851,346461,0,203520,154700
"1774","Indiana",2021-04-18,2020,42,1,3863663,0,2314154,1630002,287847,0,133915,149151
"1775","Indiana",2021-04-25,2020,43,1,4144890,0,2423986,1804874,281227,0,109832,174872
"1776","Indiana",2021-05-02,2020,44,1,4421161,0,2522544,1978478,276271,0,98558,173604
"1777","Indiana",2021-05-09,2020,45,1,4660880,0,2609929,2133785,239719,0,87385,155307
"1778","Indiana",2021-05-16,2020,46,1,4884071,0,2706838,2262150,223191,0,96909,128365
"1779","Indiana",2021-05-23,2020,47,1,5056380,0,2789622,2357263,172309,0,82784,95113
"1780","Indiana",2021-05-30,2020,48,1,5159399,0,2835974,2416170,103019,0,46352,58907
"1781","Indiana",2021-06-06,2020,49,1,5270466,0,2880635,2484038,111067,0,44661,67868
"1782","Indiana",2021-06-13,2020,50,1,5444218,0,2936507,2604370,173752,0,55872,120332
"1783","Indiana",2021-06-20,2020,51,1,5527133,0,2973831,2650939,82915,0,37324,46569
"1784","Indiana",2021-06-27,2020,52,1,5613040,0,3011474,2700172,85907,0,37643,49233
"1785","Indiana",2021-07-04,2021,1,1,5877906,0,3074241,2889816,264866,0,62767,189644
"1786","Indiana",2021-07-11,2021,2,1,5934176,0,3100168,2920073,56270,0,25927,30257
"1787","Indiana",2021-07-18,2021,3,1,5996344,0,3132772,2948563,62168,0,32604,28490
"1788","Indiana",2021-07-25,2021,4,1,6061719,0,3173596,2973361,65375,0,40824,24798
"1789","Indiana",2021-08-01,2021,5,1,6131844,0,3218755,2998649,70125,0,45159,25288
"1790","Indiana",2021-08-08,2021,6,1,6200855,0,3262006,3024995,69011,0,43251,26346
"1791","Indiana",2021-08-15,2021,7,1,6279873,0,3304041,3058862,79018,0,42035,33867
"1792","Indiana",2021-08-22,2021,8,1,6369345,0,3350205,3095707,89472,0,46164,36845
"1793","Indiana",2021-08-29,2021,9,1,6459436,0,3396331,3133490,90091,0,46126,37783
"1794","Indiana",2021-09-05,2021,10,1,6512338,0,3422864,3157216,52902,0,26533,23726
"1795","Indiana",2021-09-12,2021,11,1,6592263,0,3460900,3194590,79925,0,38036,37374
"1796","Indiana",2021-09-19,2021,12,1,6669608,0,3492827,3235240,77345,0,31927,40650
"1797","Indiana",2021-09-26,2021,13,1,6765339,0,3520154,3260132,95731,0,27327,24892
"1798","Indiana",2021-10-03,2021,14,1,6889662,0,3550308,3292596,124323,0,30154,32464
"1799","Indiana",2021-10-10,2021,15,1,6977245,0,3567895,3311433,87583,0,17587,18837
"1800","Indiana",2021-10-17,2021,16,1,7060515,243581,3591078,3333148,83270,243581,23183,21715
"1801","Indiana",2021-10-24,2021,17,1,7182385,329616,3610958,3350866,121870,86035,19880,17718
"1802","Indiana",2021-10-31,2021,18,1,7326180,435237,3635009,3365638,143795,105621,24051,14772
"1803","Indiana",2021-11-07,2021,19,1,7428342,504543,3659802,3376400,102162,69306,24793,10762
"1804","Indiana",2021-11-14,2021,20,1,7585802,601920,3703971,3390499,157460,97377,44169,14099
"1805","Indiana",2021-11-21,2021,21,1,7716326,689378,3737561,3401497,130524,87458,33590,10998
"1806","Indiana",2021-11-28,2021,22,1,7850449,779970,3768522,3417496,134123,90592,30961,15999
"1807","Indiana",2021-12-05,2021,23,1,8070693,926569,3810899,3448521,220244,146599,42377,31025
"1808","Indiana",2021-12-12,2021,24,1,8260272,1054443,3844708,3475348,189579,127874,33809,26827
"1809","Indiana",2021-12-19,2021,25,1,8457105,1192201,3884741,3493049,196833,137758,40033,17701
"1810","Indiana",2021-12-26,2021,26,1,8541494,1246826,3904600,3504367,84389,54625,19859,11318
"1811","Indiana",2022-01-02,2021,27,1,8616020,1292843,3924064,3515632,74526,46017,19464,11265
"1812","Indiana",2022-01-09,2021,28,1,8764325,1382754,3960213,3536939,148305,89911,36149,21307
"1813","Indiana",2022-01-16,2021,29,1,8901842,1466889,4003724,3562178,137517,84135,43511,25239
"1814","Indiana",2022-01-23,2021,30,1,8987720,1512364,4028520,3576424,85878,45475,24796,14246
"1815","Indiana",2022-01-30,2021,31,1,9056681,1544868,4046669,3593956,68961,32504,18149,17532
"1816","Indiana",2022-02-06,2021,32,1,9099848,1561722,4057582,3608765,43167,16854,10913,14809
"1817","Indiana",2022-02-13,2021,33,1,9152021,1580901,4071529,3624631,52173,19179,13947,15866
"1818","Indiana",2022-02-20,2021,34,1,9187567,1595869,4080889,3635082,35546,14968,9360,10451
"1819","Indiana",2022-02-27,2021,35,1,9220546,1610566,4089499,3643736,32979,14697,8610,8654
"1820","Indiana",2022-03-06,2021,36,1,9247702,1621503,4096183,3651770,27156,10937,6684,8034
"1821","Indiana",2022-03-13,2021,37,1,9273971,1632469,4102265,3659074,26269,10966,6082,7304
"1822","Indiana",2022-03-20,2021,38,1,9296603,1642635,4107482,3664681,22632,10166,5217,5607
"1823","Indiana",2022-03-27,2021,39,1,9320779,1652513,4112717,3670123,24176,9878,5235,5442
"1824","Indiana",2022-04-03,2021,40,1,9378186,1664962,4118818,3675865,57407,12449,6101,5742
"1825","Indiana",2022-04-10,2021,41,1,9432174,1674612,4124622,3680814,53988,9650,5804,4949
"1826","Indiana",2022-04-17,2021,42,1,9478286,1683612,4129816,3685278,46112,9000,5194,4464
"1827","Indiana",2022-04-24,2021,43,1,9517499,1691798,4134715,3689609,39213,8186,4899,4331
"1828","Indiana",2022-05-01,2021,44,1,9555067,1699764,4139291,3693822,37568,7966,4576,4213
"1829","Indiana",2022-05-08,2021,45,1,9590339,1707312,4143513,3698020,35272,7548,4222,4198
"1830","Indiana",2022-05-15,2021,46,1,9625617,1714840,4147696,3701860,35278,7528,4183,3840
"1831","Indiana",2022-05-22,2021,47,1,9730436,1725737,4155239,3717067,104819,10897,7543,15207
"1832","Indiana",2022-05-29,2021,48,1,9753812,1731406,4158025,3719902,23376,5669,2786,2835
"1833","Indiana",2022-06-05,2021,49,1,9782099,1738338,4162547,3724086,28287,6932,4522,4184
"1834","Indiana",2022-06-12,2021,50,1,10037673,1804406,4204702,3791496,255574,66068,42155,67410
"1835","Indiana",2022-06-19,2021,51,1,10064469,1810065,4208795,3795186,26796,5659,4093,3690
"1836","Indiana",2022-06-26,2021,52,1,10093719,1818412,4215509,3799460,29250,8347,6714,4274
"1837","Indiana",2022-07-03,2022,1,1,10108155,1821870,4218800,3801355,14436,3458,3291,1895
"1838","Indiana",2022-07-10,2022,2,1,10125420,1826001,4222651,3803600,17265,4131,3851,2245
"1839","Indiana",2022-07-17,2022,3,1,10166418,1834091,4228720,3807779,40998,8090,6069,4179
"1840","Indiana",2022-07-24,2022,4,1,10192744,1839834,4233243,3810666,26326,5743,4523,2887
"1841","Indiana",2022-07-31,2022,5,1,10217358,1845396,4236736,3812903,24614,5562,3493,2237
"1842","Indiana",2022-08-07,2022,6,1,10236442,1850289,4241063,3818500,19084,4893,4327,5597
"1843","Indiana",2022-08-14,2022,7,1,10265976,1856725,4246856,3822373,29534,6436,5793,3873
"1844","Indiana",2022-08-21,2022,8,1,10280319,1860015,4249895,3824398,14343,3290,3039,2025
"1845","Indiana",2022-08-28,2022,9,1,10291557,1862656,4252515,3826250,11238,2641,2620,1852
"1846","Indiana",2022-09-04,2022,10,1,10299191,1864408,4254471,3827605,7634,1752,1956,1355
"1847","Indiana",2022-09-11,2022,11,1,10317965,1866675,4257211,3829755,18774,2267,2740,2150
"1848","Indiana",2022-09-18,2022,12,1,10361467,1872418,4262985,3833904,43502,5743,5774,4149
"1849","Indiana",2022-09-25,2022,13,1,10400546,1877210,4266584,3836651,39079,4792,3599,2747
"1850","Indiana",2022-10-02,2022,14,1,10450963,1883816,4270775,3841189,50417,6606,4191,4538
"1851","Indiana",2022-10-09,2022,15,1,10484321,1888387,4273793,3843365,33358,4571,3018,2176
"1852","Indiana",2022-10-16,2022,16,1,10554286,1896561,4280465,3847842,69965,8174,6672,4477
"1853","Indiana",2022-10-23,2022,17,1,10588162,1901374,4283885,3850004,33876,4813,3420,2162
"1854","Indiana",2022-10-30,2022,18,1,10642928,1908922,4288871,3853835,54766,7548,4986,3831
"1855","Indiana",2022-11-06,2022,19,1,10691441,1915992,4293185,3856775,48513,7070,4314,2940
"1856","Indiana",2022-11-13,2022,20,1,10840896,1934973,4303088,3865401,149455,18981,9903,8626
"1857","Indiana",2022-11-20,2022,21,1,10876525,1940617,4306325,3867759,35629,5644,3237,2358
"1858","Indiana",2022-11-27,2022,22,1,10892257,1943191,4308023,3868900,15732,2574,1698,1141
"1859","Indiana",2022-12-04,2022,23,1,10925753,1948448,4311143,3871219,33496,5257,3120,2319
"1860","Indiana",2022-12-11,2022,24,1,10954887,1952935,4314026,3873135,29134,4487,2883,1916
"1861","Indiana",2022-12-18,2022,25,1,10993691,1959003,4318343,3875986,38804,6068,4317,2851
"1862","Indiana",2022-12-25,2022,26,1,11008571,1961604,4320133,3877039,14880,2601,1790,1053
"1863","Indiana",2023-01-01,2022,27,1,11021734,1964004,4321745,3878197,13163,2400,1612,1158
"1864","Indiana",2023-01-08,2022,28,1,11037425,1966904,4323963,3879562,15691,2900,2218,1365
"1865","Indiana",2023-01-15,2022,29,1,11058955,1970731,4326935,3881488,21530,3827,2972,1926
"1866","Indiana",2023-01-22,2022,30,1,11069699,1972666,4328506,3882476,10744,1935,1571,988
"1867","Indiana",2023-01-29,2022,31,1,11079313,1974541,4330161,3883521,9614,1875,1655,1045
"1868","Indiana",2023-02-05,2022,32,1,11089583,1976439,4332595,3884719,10270,1898,2434,1198
"1869","Indiana",2023-02-12,2022,33,1,11097424,1977959,4333875,3885619,7841,1520,1280,900
"1870","Indiana",2023-02-19,2022,34,1,11121560,1981848,4337000,3887665,24136,3889,3125,2046
"1871","Indiana",2023-02-26,2022,35,1,11130051,1983352,4338539,3888678,8491,1504,1539,1013
"1872","Indiana",2023-03-05,2022,36,1,11130051,1983352,4338539,3888678,0,0,0,0
"1873","Iowa",2020-12-13,2020,25,1,1693,0,0,0,1693,0,0,0
"1874","Iowa",2020-12-20,2020,26,1,24751,0,0,0,23058,0,0,0
"1875","Iowa",2020-12-27,2020,27,1,51112,0,0,0,26361,0,0,0
"1876","Iowa",2021-01-03,2020,27,1,80621,0,0,0,29509,0,0,0
"1877","Iowa",2021-01-10,2020,28,1,128106,0,0,0,47485,0,0,0
"1878","Iowa",2021-01-17,2020,29,1,170607,0,0,0,42501,0,0,0
"1879","Iowa",2021-01-24,2020,30,1,224347,0,0,0,53740,0,0,0
"1880","Iowa",2021-01-31,2020,31,1,293377,0,0,0,69030,0,0,0
"1881","Iowa",2021-02-07,2020,32,1,408578,0,0,0,115201,0,0,0
"1882","Iowa",2021-02-14,2020,33,1,552706,0,415689,0,144128,0,415689,0
"1883","Iowa",2021-02-21,2020,34,1,654074,0,491323,0,101368,0,75634,0
"1884","Iowa",2021-02-28,2020,35,1,801113,0,582004,219657,147039,0,90681,219657
"1885","Iowa",2021-03-07,2020,36,1,1034296,0,699106,359687,233183,0,117102,140030
"1886","Iowa",2021-03-14,2020,37,1,1225964,0,794504,464445,191668,0,95398,104758
"1887","Iowa",2021-03-21,2020,38,1,1402543,0,896691,544454,176579,0,102187,80009
"1888","Iowa",2021-03-28,2020,39,1,1605295,0,1009116,636810,202752,0,112425,92356
"1889","Iowa",2021-04-04,2020,40,1,1807025,0,1124442,732901,201730,0,115326,96091
"1890","Iowa",2021-04-11,2020,41,1,2034594,0,1258370,857061,227569,0,133928,124160
"1891","Iowa",2021-04-18,2020,42,1,2208348,0,1332458,955820,173754,0,74088,98759
"1892","Iowa",2021-04-25,2020,43,1,2378407,0,1389825,1066664,170059,0,57367,110844
"1893","Iowa",2021-05-02,2020,44,1,2517783,0,1427971,1169842,139376,0,38146,103178
"1894","Iowa",2021-05-09,2020,45,1,2628372,0,1456896,1253317,110589,0,28925,83475
"1895","Iowa",2021-05-16,2020,46,1,2736987,0,1502575,1320401,108615,0,45679,67084
"1896","Iowa",2021-05-23,2020,47,1,2820874,0,1542812,1367374,83887,0,40237,46973
"1897","Iowa",2021-05-30,2020,48,1,2867134,0,1563039,1395601,46260,0,20227,28227
"1898","Iowa",2021-06-06,2020,49,1,2915077,0,1580039,1427984,47943,0,17000,32383
"1899","Iowa",2021-06-13,2020,50,1,2972204,0,1597859,1470395,57127,0,17820,42411
"1900","Iowa",2021-06-20,2020,51,1,3009183,0,1612463,1494710,36979,0,14604,24315
"1901","Iowa",2021-06-27,2020,52,1,3041009,0,1624005,1516895,31826,0,11542,22185
"1902","Iowa",2021-07-04,2021,1,1,3065567,0,1634161,1532538,24558,0,10156,15643
"1903","Iowa",2021-07-11,2021,2,1,3087945,0,1646959,1543626,22378,0,12798,11088
"1904","Iowa",2021-07-18,2021,3,1,3111175,0,1660555,1554171,23230,0,13596,10545
"1905","Iowa",2021-07-25,2021,4,1,3137586,0,1678551,1564444,26411,0,17996,10273
"1906","Iowa",2021-08-01,2021,5,1,3169029,0,1700234,1575957,31443,0,21683,11513
"1907","Iowa",2021-08-08,2021,6,1,3204395,0,1724836,1588148,35366,0,24602,12191
"1908","Iowa",2021-08-15,2021,7,1,3242289,0,1746200,1603144,37894,0,21364,14996
"1909","Iowa",2021-08-22,2021,8,1,3282443,0,1765423,1621043,40154,0,19223,17899
"1910","Iowa",2021-08-29,2021,9,1,3323092,0,1783604,1640903,40649,0,18181,19860
"1911","Iowa",2021-09-05,2021,10,1,3355023,0,1796345,1657376,31931,0,12741,16473
"1912","Iowa",2021-09-12,2021,11,1,3389895,0,1811220,1675052,34872,0,14875,17676
"1913","Iowa",2021-09-19,2021,12,1,3420838,0,1823525,1691927,30943,0,12305,16875
"1914","Iowa",2021-09-26,2021,13,1,3467142,0,1835497,1705332,46304,0,11972,13405
"1915","Iowa",2021-10-03,2021,14,1,3525042,0,1846847,1717770,57900,0,11350,12438
"1916","Iowa",2021-10-10,2021,15,1,3572273,0,1855890,1728650,47231,0,9043,10880
"1917","Iowa",2021-10-17,2021,16,1,3622282,135294,1867176,1740418,50009,135294,11286,11768
"1918","Iowa",2021-10-24,2021,17,1,3709734,200670,1878655,1750790,87452,65376,11479,10372
"1919","Iowa",2021-10-31,2021,18,1,3819937,287728,1892307,1760389,110203,87058,13652,9599
"1920","Iowa",2021-11-07,2021,19,1,3915381,354989,1912764,1767948,95444,67261,20457,7559
"1921","Iowa",2021-11-14,2021,20,1,4057930,443276,1946761,1777512,142549,88287,33997,9564
"1922","Iowa",2021-11-21,2021,21,1,4130627,495597,1962641,1782766,72697,52321,15880,5254
"1923","Iowa",2021-11-28,2021,22,1,4252376,578826,1984024,1799348,121749,83229,21383,16582
"1924","Iowa",2021-12-05,2021,23,1,4374734,658247,2003472,1823388,122358,79421,19448,24040
"1925","Iowa",2021-12-12,2021,24,1,4477182,726417,2020088,1841150,102448,68170,16616,17762
"1926","Iowa",2021-12-19,2021,25,1,4556500,780086,2035833,1851143,79318,53669,15745,9993
"1927","Iowa",2021-12-26,2021,26,1,4636337,831819,2050210,1862192,79837,51733,14377,11049
"1928","Iowa",2022-01-02,2021,27,1,4688866,864106,2061469,1871138,52529,32287,11259,8946
"1929","Iowa",2022-01-09,2021,28,1,4745241,898864,2074126,1880984,56375,34758,12657,9846
"1930","Iowa",2022-01-16,2021,29,1,4790316,926679,2092334,1894092,45075,27815,18208,13108
"1931","Iowa",2022-01-23,2021,30,1,4827124,947712,2100282,1901965,36808,21033,7948,7873
"1932","Iowa",2022-01-30,2021,31,1,4857407,963179,2107385,1909060,30283,15467,7103,7095
"1933","Iowa",2022-02-06,2021,32,1,4881819,975338,2112651,1915810,24412,12159,5266,6750
"1934","Iowa",2022-02-13,2021,33,1,4904422,985041,2117901,1921774,22603,9703,5250,5964
"1935","Iowa",2022-02-20,2021,34,1,4920453,992548,2121370,1926587,16031,7507,3469,4813
"1936","Iowa",2022-02-27,2021,35,1,4934610,999206,2124435,1930847,14157,6658,3065,4260
"1937","Iowa",2022-03-06,2021,36,1,4945989,1004342,2127216,1934195,11379,5136,2781,3348
"1938","Iowa",2022-03-13,2021,37,1,4956102,1008972,2129554,1937264,10113,4630,2338,3069
"1939","Iowa",2022-03-20,2021,38,1,4965215,1013379,2131576,1939664,9113,4407,2022,2400
"1940","Iowa",2022-03-27,2021,39,1,4976090,1018429,2134012,1942135,10875,5050,2436,2471
"1941","Iowa",2022-04-03,2021,40,1,5011272,1022977,2136297,1945266,35182,4548,2285,3131
"1942","Iowa",2022-04-10,2021,41,1,5043200,1026898,2138496,1948096,31928,3921,2199,2830
"1943","Iowa",2022-04-17,2021,42,1,5076621,1030963,2140704,1951037,33421,4065,2208,2941
"1944","Iowa",2022-04-24,2021,43,1,5107605,1035088,2142994,1953789,30984,4125,2290,2752
"1945","Iowa",2022-05-01,2021,44,1,5133053,1038489,2144830,1956032,25448,3401,1836,2243
"1946","Iowa",2022-05-08,2021,45,1,5155319,1041702,2146747,1958289,22266,3213,1917,2257
"1947","Iowa",2022-05-15,2021,46,1,5178584,1045082,2148459,1960378,23265,3380,1712,2089
"1948","Iowa",2022-05-22,2021,47,1,5202976,1049031,2150693,1962527,24392,3949,2234,2149
"1949","Iowa",2022-05-29,2021,48,1,5219937,1052275,2152084,1964048,16961,3244,1391,1521
"1950","Iowa",2022-06-05,2021,49,1,5238480,1056298,2153961,1965847,18543,4023,1877,1799
"1951","Iowa",2022-06-12,2021,50,1,5251360,1059134,2155298,1967207,12880,2836,1337,1360
"1952","Iowa",2022-06-19,2021,51,1,5262870,1061599,2156473,1968384,11510,2465,1175,1177
"1953","Iowa",2022-06-26,2021,52,1,5277585,1065600,2159320,1969961,14715,4001,2847,1577
"1954","Iowa",2022-07-03,2022,1,1,5290008,1067970,2162034,1971236,12423,2370,2714,1275
"1955","Iowa",2022-07-10,2022,2,1,5302021,1070464,2164690,1972517,12013,2494,2656,1281
"1956","Iowa",2022-07-17,2022,3,1,5316834,1073363,2167017,1973709,14813,2899,2327,1192
"1957","Iowa",2022-07-24,2022,4,1,5343485,1077872,2170462,1976137,26651,4509,3445,2428
"1958","Iowa",2022-07-31,2022,5,1,5357159,1080546,2172629,1977466,13674,2674,2167,1329
"1959","Iowa",2022-08-07,2022,6,1,5378641,1085025,2175744,1981351,21482,4479,3115,3885
"1960","Iowa",2022-08-14,2022,7,1,5390146,1087963,2177766,1982814,11505,2938,2022,1463
"1961","Iowa",2022-08-21,2022,8,1,5405191,1092033,2180769,1984740,15045,4070,3003,1926
"1962","Iowa",2022-08-28,2022,9,1,5414988,1094139,2182930,1986231,9797,2106,2161,1491
"1963","Iowa",2022-09-04,2022,10,1,5420812,1095348,2184447,1987296,5824,1209,1517,1065
"1964","Iowa",2022-09-11,2022,11,1,5435034,1096879,2186294,1988957,14222,1531,1847,1661
"1965","Iowa",2022-09-18,2022,12,1,5465251,1099419,2188438,1991160,30217,2540,2144,2203
"1966","Iowa",2022-09-25,2022,13,1,5515503,1103392,2191239,1994024,50252,3973,2801,2864
"1967","Iowa",2022-10-02,2022,14,1,5561980,1107816,2193921,1997361,46477,4424,2682,3337
"1968","Iowa",2022-10-09,2022,15,1,5607726,1111786,2196438,1999788,45746,3970,2517,2427
"1969","Iowa",2022-10-16,2022,16,1,5669208,1117233,2199732,2003015,61482,5447,3294,3227
"1970","Iowa",2022-10-23,2022,17,1,5726180,1122555,2202625,2006040,56972,5322,2893,3025
"1971","Iowa",2022-10-30,2022,18,1,5791046,1129165,2206878,2010192,64866,6610,4253,4152
"1972","Iowa",2022-11-06,2022,19,1,5830416,1133484,2209508,2012540,39370,4319,2630,2348
