"Province_State","Week","MMWRyear","MMWRweek","MMWRday","Population_Estimate","Deaths_yf","Confirmed_Cases_yf","Deaths_Daily","Confirmed_Cases_Daily"
"California",2020-04-05,2019,41,1,39503200,599,21461,306,8627
"California",2020-04-12,2019,42,1,39503200,1127,30642,528,9181
"California",2020-04-19,2019,43,1,39503200,1662,42432,535,11790
"California",2020-04-26,2019,44,1,39503200,2159,53883,497,11451
"California",2020-05-03,2019,45,1,39503200,2674,67261,515,13378
"California",2020-05-10,2019,46,1,39503200,3193,79469,519,12208
"California",2020-05-17,2019,47,1,39503200,3684,93546,491,14077
"California",2020-05-24,2019,48,1,39503200,4078,111532,394,17986
"California",2020-05-31,2019,49,1,39503200,4545,129910,467,18378
"California",2020-06-07,2019,50,1,39503200,4992,150675,447,20765
"California",2020-06-14,2019,51,1,39503200,5424,177444,432,26769
"California",2020-06-21,2019,52,1,39503200,5820,217376,396,39932
"California",2020-06-28,2020,1,1,39503200,6273,266870,453,49494
"California",2020-07-05,2020,2,1,39503200,7002,328120,729,61250
"California",2020-07-12,2020,3,1,39503200,7652,390677,650,62557
"California",2020-07-19,2020,4,1,39503200,8392,457557,740,66880
"California",2020-07-26,2020,5,1,39503200,9280,515543,888,57986
"California",2020-08-02,2020,6,1,39503200,10208,561956,928,46413
"California",2020-08-09,2020,7,1,39503200,11124,627458,916,65502
"California",2020-08-16,2020,8,1,39503200,11991,669330,867,41872
"California",2020-08-23,2020,9,1,39503200,12799,705610,808,36280
"California",2020-08-30,2020,10,1,39503200,13611,738059,812,32449
"California",2020-09-06,2020,11,1,39503200,14251,761084,640,23025
"California",2020-09-13,2020,12,1,39503200,14906,785095,655,24011
"California",2020-09-20,2020,13,1,39503200,15463,809749,557,24654
"California",2020-09-27,2020,14,1,39503200,16048,833380,585,23631
"California",2020-10-04,2020,15,1,39503200,16500,856819,452,23439
"California",2020-10-11,2020,16,1,39503200,16910.5,878695,410.5,21876
"California",2020-10-18,2020,17,1,39503200,17281,910428,370.5,31733
"California",2020-10-25,2020,18,1,39503200,17636,940262,355,29834
"California",2020-11-01,2020,19,1,39503200,17981,982135,345,41873
"California",2020-11-08,2020,20,1,39503200,18275,1039253,294,57118
"California",2020-11-15,2020,21,1,39503200,18742,1128351,467,89098
"California",2020-11-22,2020,22,1,39503200,19185,1229991,443,101640
"California",2020-11-29,2020,23,1,39503200,19944,1385682,759,155691
"California",2020-12-06,2020,24,1,39503200,21006,1610803,1062,225121
"California",2020-12-13,2020,25,1,39503200,22634,1921351,1628,310548
"California",2020-12-20,2020,26,1,39503200,24206,2198925,1572,277574
"California",2020-12-27,2020,27,1,39503200,26579,2481297,2373,282372
"California",2021-01-03,2020,27,1,39145060,29638,2776975,3059,295678
"California",2021-01-10,2020,28,1,39145060,32991,3055886,3353,278911
"California",2021-01-17,2020,29,1,39145060,36406,3228226,3415,172340
"California",2021-01-24,2020,30,1,39145060,40079,3367408,3673,139182
"California",2021-01-31,2020,31,1,39145060,43588,3466348,3509,98940
"California",2021-02-07,2020,32,1,39145060,46586,3537187,2998,70839
"California",2021-02-14,2020,33,1,39145060,48970,3583985,2384,46798
"California",2021-02-21,2020,34,1,39145060,51927,3622725,2957,38740
"California",2021-02-28,2020,35,1,39145060,53987,3654074,2060,31349
"California",2021-03-07,2020,36,1,39145060,55396,3678466,1409,24392
"California",2021-03-14,2020,37,1,39145060,56316,3699053,920,20587
"California",2021-03-21,2020,38,1,39145060,57987,3717806,1671,18753
"California",2021-03-28,2020,39,1,39145060,58797,3736599,810,18793
"California",2021-04-04,2020,40,1,39145060,59485,3759644,688,23045
"California",2021-04-11,2020,41,1,39145060,60034,3778112,549,18468
"California",2021-04-18,2020,42,1,39145060,60475,3792410,441,14298
"California",2021-04-25,2020,43,1,39145060,60992,3806438,517,14028
"California",2021-05-02,2020,44,1,39145060,61367,3819558,375,13120
"California",2021-05-09,2020,45,1,39145060,61587,3830829,220,11271
"California",2021-05-16,2020,46,1,39145060,61828,3839725,241,8896
"California",2021-05-23,2020,47,1,39145060,62121,3852309,293,12584
"California",2021-05-30,2020,48,1,39145060,62563,3858628,442,6319
"California",2021-06-06,2020,49,1,39145060,62611.3333333333,3865722,48.3333333333358,7094
"California",2021-06-13,2020,50,1,39145060,62725,3872473,113.666666666664,6751
"California",2021-06-20,2020,51,1,39145060,63022,3882835,297,10362
"California",2021-06-27,2020,52,1,39145060,63187,3886251,165,3416
"California",2021-07-04,2021,1,1,39145060,63420,3899585,233,13334
"California",2021-07-11,2021,2,1,39145060,63640,3926907,220,27322
"California",2021-07-18,2021,3,1,39145060,63791,3971305,151,44398
"California",2021-07-25,2021,4,1,39145060,63983,4030797,192,59492
"California",2021-08-01,2021,5,1,39145060,64236.4545454545,4127135,253.454545454544,96338
"California",2021-08-08,2021,6,1,39145060,64236.4545454545,4215569,0,88434
"California",2021-08-15,2021,7,1,39145060,64723,4323642,486.545454545456,108073
"California",2021-08-22,2021,8,1,39145060,65327,4419212,604,95570
"California",2021-08-29,2021,9,1,39145060,66060,4516095,733,96883
"California",2021-09-05,2021,10,1,39145060,66846,4584210,786,68115
"California",2021-09-12,2021,11,1,39145060,67750,4652503,904,68293
"California",2021-09-19,2021,12,1,39145060,68342,4694107,592,41604
"California",2021-09-26,2021,13,1,39145060,69025,4746139,683,52032
"California",2021-10-03,2021,14,1,39145060,69771,4788591,746,42452
"California",2021-10-10,2021,15,1,39145060,70365,4825956,594,37365
"California",2021-10-17,2021,16,1,39145060,71299,4866181,934,40225
"California",2021-10-24,2021,17,1,39145060,71905.5,4909750,606.5,43569
"California",2021-10-31,2021,18,1,39145060,72461,4953718,555.5,43968
"California",2021-11-07,2021,19,1,39145060,73055,4998171,594,44453
"California",2021-11-14,2021,20,1,39145060,73651,5030326,596,32155
"California",2021-11-21,2021,21,1,39145060,74097,5055054,446,24728
"California",2021-11-28,2021,22,1,39145060,74730,5100804,633,45750
"California",2021-12-05,2021,23,1,39145060,75184,5148090,454,47286
"California",2021-12-12,2021,24,1,39145060,75637,5196492,453,48402
"California",2021-12-19,2021,25,1,39145060,76058,5286215,421,89723
"California",2021-12-26,2021,26,1,39145060,76443,5519702,385,233487
"California",2022-01-02,2021,27,1,39040616,76954,6061714,511,542012
"California",2022-01-09,2021,28,1,39040616,77633,6914194,679,852480
"California",2022-01-16,2021,29,1,39040616,78469,7683980,836,769786
"California",2022-01-23,2021,30,1,39040616,79696,8279645,1227,595665
"California",2022-01-30,2021,31,1,39040616,80953,8597205,1257,317560
"California",2022-02-06,2021,32,1,39040616,82454,8801252,1501,204047
"California",2022-02-13,2021,33,1,39040616,83899,8897391,1445,96139
"California",2022-02-20,2021,34,1,39040616,84987,8963499,1088,66108
"California",2022-02-27,2021,35,1,39040616,86189,9006020,1202,42521
"California",2022-03-06,2021,36,1,39040616,87169,9036885,980,30865
"California",2022-03-13,2021,37,1,39040616,87931,9066002,762,29117
"California",2022-03-20,2021,38,1,39040616,88512,9089652,581,23650
"California",2022-03-27,2021,39,1,39040616,88854,9108241,342,18589
"California",2022-04-03,2021,40,1,39040616,89192,9132204,338,23963
"California",2022-04-10,2021,41,1,39040616,89496,9155494,304,23290
"California",2022-04-17,2021,42,1,39040616,89833,9189235,337,33741
"California",2022-04-24,2021,43,1,39040616,90147,9233538,314,44303
"California",2022-05-01,2021,44,1,39040616,90416,9288879,269,55341
"California",2022-05-08,2021,45,1,39040616,90694,9350682,278,61803
"California",2022-05-15,2021,46,1,39040616,90953,9449587,259,98905
"California",2022-05-22,2021,47,1,39040616,91209,9561542,256,111955
"California",2022-05-29,2021,48,1,39040616,91413,9665298,204,103756
"California",2022-06-05,2021,49,1,39040616,91609.6666666667,9794617,196.666666666672,129319
"California",2022-06-12,2021,50,1,39040616,91835,9898667,225.333333333328,104050
"California",2022-06-19,2021,51,1,39040616,92026,10025689,191,127022
"California",2022-06-26,2021,52,1,39040616,92303,10157268,277,131579
"California",2022-07-03,2022,1,1,39040616,92545,10274686,242,117418
"California",2022-07-10,2022,2,1,39040616,92820,10437751,275,163065
"California",2022-07-17,2022,3,1,39040616,93125,10579991,305,142240
"California",2022-07-24,2022,4,1,39040616,93409,10709276,284,129285
"California",2022-07-31,2022,5,1,39040616,93729,10821272,320,111996
"California",2022-08-07,2022,6,1,39040616,94031,10911296,302,90024
"California",2022-08-14,2022,7,1,39040616,94353,10988717,322,77421
"California",2022-08-21,2022,8,1,39040616,94720,11064750,367,76033
"California",2022-08-28,2022,9,1,39040616,94882,11126317,162,61567
"California",2022-09-04,2022,10,1,39040616,95221,11170505,339,44188
"California",2022-09-11,2022,11,1,39040616,95451,11203716,230,33211
"California",2022-09-18,2022,12,1,39040616,95697,11237277,246,33561
"California",2022-09-25,2022,13,1,39040616,95877.5,11269950,180.5,32673
"California",2022-10-02,2022,14,1,39040616,96118,11299614,240.5,29664
"California",2022-10-09,2022,15,1,39040616,96338,11323445,220,23831
"California",2022-10-16,2022,16,1,39040616,96593,11345507,255,22062
"California",2022-10-23,2022,17,1,39040616,96794.3333333333,11370157,201.333333333328,24650
"California",2022-10-30,2022,18,1,39040616,96908,11394699,113.666666666672,24542
"California",2022-11-06,2022,19,1,39040616,97011,11421198,103,26499
"California",2022-11-13,2022,20,1,39040616,97195,11462569,184,41371
"California",2022-11-20,2022,21,1,39040616,97343,11506370,148,43801
"California",2022-11-27,2022,22,1,39040616,97523,11562078,180,55708
"California",2022-12-04,2022,23,1,39040616,97740,11645156,217,83078
"California",2022-12-11,2022,24,1,39040616,97956,11716534,216,71378
"California",2022-12-18,2022,25,1,39040616,98292,11781265,336,64731
"California",2022-12-25,2022,26,1,39040616,98544,11835094,252,53829
"California",2023-01-01,2022,27,1,38965193,98829,11887284,285,52190
"California",2023-01-08,2022,28,1,38965193,99226,11934681,397,47397
"California",2023-01-15,2022,29,1,38965193,99595,11960609,369,25928
"California",2023-01-22,2022,30,1,38965193,99937,11985973,342,25364
"California",2023-01-29,2022,31,1,38965193,100150.142857143,12012579,213.142857142855,26606
"California",2023-02-05,2022,32,1,38965193,100210,12036125,59.8571428571449,23546
"California",2023-02-12,2022,33,1,38965193,100491,12062974,281,26849
"California",2023-02-19,2022,34,1,38965193,100726,12086041,235,23067
"California",2023-02-26,2022,35,1,38965193,100954,12110179,228,24138
"California",2023-03-05,2022,36,1,38965193,101159,12129699,205,19520
"Colorado",2020-01-19,2019,30,1,5785219,0,0,0,0
"Colorado",2020-01-26,2019,31,1,5785219,0,0,0,0
"Colorado",2020-02-02,2019,32,1,5785219,0,0,0,0
"Colorado",2020-02-09,2019,33,1,5785219,0,0,0,0
"Colorado",2020-02-16,2019,34,1,5785219,0,0,0,0
"Colorado",2020-02-23,2019,35,1,5785219,0,0,0,0
"Colorado",2020-03-01,2019,36,1,5785219,0,8,0,8
"Colorado",2020-03-08,2019,37,1,5785219,2,103,2,95
"Colorado",2020-03-15,2019,38,1,5785219,6,475,4,372
"Colorado",2020-03-22,2019,39,1,5785219,44,2061,38,1586
"Colorado",2020-03-29,2019,40,1,5785219,539,8742,495,6681
"Colorado",2020-04-05,2019,41,1,5785219,774,11477,235,2735
"Colorado",2020-04-12,2019,42,1,5785219,968,14381,194,2904
"Colorado",2020-04-19,2019,43,1,5785219,1172,17709,204,3328
"Colorado",2020-04-26,2019,44,1,5785219,1278,20507,106,2798
"Colorado",2020-05-03,2019,45,1,5785219,1376,23191,98,2684
"Colorado",2020-05-10,2019,46,1,5785219,1487,25533,111,2342
"Colorado",2020-05-17,2019,47,1,5785219,1557,27542,70,2009
"Colorado",2020-05-24,2019,48,1,5785219,1608,28891,51,1349
"Colorado",2020-05-31,2019,49,1,5785219,1649,30055,41,1164
"Colorado",2020-06-07,2019,50,1,5785219,1671,31295,22,1240
"Colorado",2020-06-14,2019,51,1,5785219,1693,32887,22,1592
"Colorado",2020-06-21,2019,52,1,5785219,1714,35133,21,2246
"Colorado",2020-06-28,2020,1,1,5785219,1746,37985,32,2852
"Colorado",2020-07-05,2020,2,1,5785219,1774,41787,28,3802
"Colorado",2020-07-12,2020,3,1,5785219,1817,45566,43,3779
"Colorado",2020-07-19,2020,4,1,5785219,1850,49067,33,3501
"Colorado",2020-07-26,2020,5,1,5785219,1869,51819,19,2752
"Colorado",2020-08-02,2020,6,1,5785219,1886,54204,17,2385
"Colorado",2020-08-09,2020,7,1,5785219,1903,56224,17,2020
"Colorado",2020-08-16,2020,8,1,5785219,1927,58355,24,2131
"Colorado",2020-08-23,2020,9,1,5785219,1963,60357,36,2002
"Colorado",2020-08-30,2020,10,1,5785219,1987,62595,24,2238
"Colorado",2020-09-06,2020,11,1,5785219,2015,65512,28,2917
"Colorado",2020-09-13,2020,12,1,5785219,2042,69619,27,4107
"Colorado",2020-09-20,2020,13,1,5785219,2077,73943,35,4324
"Colorado",2020-09-27,2020,14,1,5785219,2111,78963,34,5020
"Colorado",2020-10-04,2020,15,1,5785219,2154,86011,43,7048
"Colorado",2020-10-11,2020,16,1,5785219,2219,94948,65,8937
"Colorado",2020-10-18,2020,17,1,5785219,2394,106826,175,11878
"Colorado",2020-10-25,2020,18,1,5785219,2606,125009,212,18183
"Colorado",2020-11-01,2020,19,1,5785219,2875,155780,269,30771
"Colorado",2020-11-08,2020,20,1,5785219,3230,192591,355,36811
"Colorado",2020-11-15,2020,21,1,5785219,3649,230213,419,37622
"Colorado",2020-11-22,2020,22,1,5785219,4131,259968,482,29755
"Colorado",2020-11-29,2020,23,1,5785219,4586,294405,455,34437
"Colorado",2020-12-06,2020,24,1,5785219,4910,317533,324,23128
"Colorado",2020-12-13,2020,25,1,5785219,5138,335119,228,17586
"Colorado",2020-12-20,2020,26,1,5785219,5293,348600,155,13481
"Colorado",2020-12-27,2020,27,1,5785219,5451,364645,158,16045
"Colorado",2021-01-03,2020,27,1,5811596,5600,381434,149,16789
"Colorado",2021-01-10,2020,28,1,5811596,5740,393670,140,12236
"Colorado",2021-01-17,2020,29,1,5811596,5823,403935,83,10265
"Colorado",2021-01-24,2020,30,1,5811596,5893,413104,70,9169
"Colorado",2021-01-31,2020,31,1,5811596,5952,421521,59,8417
"Colorado",2021-02-07,2020,32,1,5811596,5991,429127,39,7606
"Colorado",2021-02-14,2020,33,1,5811596,6036,436473,45,7346
"Colorado",2021-02-21,2020,34,1,5811596,6072,443525,36,7052
"Colorado",2021-02-28,2020,35,1,5811596,6100,450316,28,6791
"Colorado",2021-03-07,2020,36,1,5811596,6136,457333,36,7017
"Colorado",2021-03-14,2020,37,1,5811596,6160,464339,24,7006
"Colorado",2021-03-21,2020,38,1,5811596,6182,472409,22,8070
"Colorado",2021-03-28,2020,39,1,5811596,6233,482469,51,10060
"Colorado",2021-04-04,2020,40,1,5811596,6280,493929,47,11460
"Colorado",2021-04-11,2020,41,1,5811596,6341,505072,61,11143
"Colorado",2021-04-18,2020,42,1,5811596,6424,516842,83,11770
"Colorado",2021-04-25,2020,43,1,5811596,6491,527929,67,11087
"Colorado",2021-05-02,2020,44,1,5811596,6552,536748,61,8819
"Colorado",2021-05-09,2020,45,1,5811596,6617,543598,65,6850
"Colorado",2021-05-16,2020,46,1,5811596,6663,548617,46,5019
"Colorado",2021-05-23,2020,47,1,5811596,6716,552383,53,3766
"Colorado",2021-05-30,2020,48,1,5811596,6761,555326,45,2943
"Colorado",2021-06-06,2020,49,1,5811596,6790,557604,29,2278
"Colorado",2021-06-13,2020,50,1,5811596,6831,559608,41,2004
"Colorado",2021-06-20,2020,51,1,5811596,6861,561837,30,2229
"Colorado",2021-06-27,2020,52,1,5811596,6894,564296,33,2459
"Colorado",2021-07-04,2021,1,1,5811596,6924,567247,30,2951
"Colorado",2021-07-11,2021,2,1,5811596,6963,570784,39,3537
"Colorado",2021-07-18,2021,3,1,5811596,7006,575514,43,4730
"Colorado",2021-07-25,2021,4,1,5811596,7059,581591,53,6077
"Colorado",2021-08-01,2021,5,1,5811596,7119,589299,60,7708
"Colorado",2021-08-08,2021,6,1,5811596,7197,598052,78,8753
"Colorado",2021-08-15,2021,7,1,5811596,7281,609311,84,11259
"Colorado",2021-08-22,2021,8,1,5811596,7369,621601,88,12290
"Colorado",2021-08-29,2021,9,1,5811596,7496,635011,127,13410
"Colorado",2021-09-05,2021,10,1,5811596,7598,648202,102,13191
"Colorado",2021-09-12,2021,11,1,5811596,7733,661499,135,13297
"Colorado",2021-09-19,2021,12,1,5811596,7867,674109,134,12610
"Colorado",2021-09-26,2021,13,1,5811596,8026,688452,159,14343
"Colorado",2021-10-03,2021,14,1,5811596,8196,703733,170,15281
"Colorado",2021-10-10,2021,15,1,5811596,8380,718672,184,14939
"Colorado",2021-10-17,2021,16,1,5811596,8615,736145,235,17473
"Colorado",2021-10-24,2021,17,1,5811596,8854,756780,239,20635
"Colorado",2021-10-31,2021,18,1,5811596,9126,780016,272,23236
"Colorado",2021-11-07,2021,19,1,5811596,9395,804730,269,24714
"Colorado",2021-11-14,2021,20,1,5811596,9648,826833,253,22103
"Colorado",2021-11-21,2021,21,1,5811596,9892,843236,244,16403
"Colorado",2021-11-28,2021,22,1,5811596,10111,861213,219,17977
"Colorado",2021-12-05,2021,23,1,5811596,10302,873520,191,12307
"Colorado",2021-12-12,2021,24,1,5811596,10464,887207,162,13687
"Colorado",2021-12-19,2021,25,1,5811596,10594,922625,130,35418
"Colorado",2021-12-26,2021,26,1,5811596,10815,1004704,221,82079
"Colorado",2022-01-02,2021,27,1,5841039,11159,1131789,344,127085
"Colorado",2022-01-09,2021,28,1,5841039,11508,1240157,349,108368
"Colorado",2022-01-16,2021,29,1,5841039,11773,1317514,265,77357
"Colorado",2022-01-23,2021,30,1,5841039,12002,1362881,229,45367
"Colorado",2022-01-30,2021,31,1,5841039,12161,1385309,159,22428
"Colorado",2022-02-06,2021,32,1,5841039,12261,1397447,100,12138
"Colorado",2022-02-13,2021,33,1,5841039,12323,1404491,62,7044
"Colorado",2022-02-20,2021,34,1,5841039,12368,1408661,45,4170
"Colorado",2022-02-27,2021,35,1,5841039,12403,1412008,35,3347
"Colorado",2022-03-06,2021,36,1,5841039,12428,1414733,25,2725
"Colorado",2022-03-13,2021,37,1,5841039,12444,1417070,16,2337
"Colorado",2022-03-20,2021,38,1,5841039,12461,1419207,17,2137
"Colorado",2022-03-27,2021,39,1,5841039,12473,1421609,12,2402
"Colorado",2022-04-03,2021,40,1,5841039,12484,1424334,11,2725
"Colorado",2022-04-10,2021,41,1,5841039,12501,1428134,17,3800
"Colorado",2022-04-17,2021,42,1,5841039,12519,1433051,18,4917
"Colorado",2022-04-24,2021,43,1,5841039,12532,1438932,13,5881
"Colorado",2022-05-01,2021,44,1,5841039,12560,1446791,28,7859
"Colorado",2022-05-08,2021,45,1,5841039,12593,1457362,33,10571
"Colorado",2022-05-15,2021,46,1,5841039,12625,1468997,32,11635
"Colorado",2022-05-22,2021,47,1,5841039,12664,1483065,39,14068
"Colorado",2022-05-29,2021,48,1,5841039,12724,1498613,60,15548
"Colorado",2022-06-05,2021,49,1,5841039,12772,1514144,48,15531
"Colorado",2022-06-12,2021,50,1,5841039,12836,1527821,64,13677
"Colorado",2022-06-19,2021,51,1,5841039,12881,1541565,45,13744
"Colorado",2022-06-26,2021,52,1,5841039,12923,1556195,42,14630
"Colorado",2022-07-03,2022,1,1,5841039,12969,1569234,46,13039
"Colorado",2022-07-10,2022,2,1,5841039,13024,1581536,55,12302
"Colorado",2022-07-17,2022,3,1,5841039,13058,1592578,34,11042
"Colorado",2022-07-24,2022,4,1,5841039,13078,1602423,20,9845
"Colorado",2022-07-31,2022,5,1,5841039,13100,1610436,22,8013
"Colorado",2022-08-07,2022,6,1,5841039,13116,1617358,16,6922
"Colorado",2022-08-14,2022,7,1,5841039,13122,1622415,6,5057
"Colorado",2022-08-21,2022,8,1,5841039,13151,1627006,29,4591
"Colorado",2022-08-28,2022,9,1,5841039,13177,1634692,26,7686
"Colorado",2022-09-04,2022,10,1,5841039,13207,1639422,30,4730
"Colorado",2022-09-11,2022,11,1,5841039,13240,1645456,33,6034
"Colorado",2022-09-18,2022,12,1,5841039,13272,1649863,32,4407
"Colorado",2022-09-25,2022,13,1,5841039,13316,1654798,44,4935
"Colorado",2022-10-02,2022,14,1,5841039,13333.2,1658928,17.2000000000007,4130
"Colorado",2022-10-09,2022,15,1,5841039,13365,1663241,31.7999999999993,4313
"Colorado",2022-10-16,2022,16,1,5841039,13387,1667979,22,4738
"Colorado",2022-10-23,2022,17,1,5841039,13415,1672312,28,4333
"Colorado",2022-10-30,2022,18,1,5841039,13449,1679157,34,6845
"Colorado",2022-11-06,2022,19,1,5841039,13482,1686624,33,7467
"Colorado",2022-11-13,2022,20,1,5841039,13526,1694997,44,8373
"Colorado",2022-11-20,2022,21,1,5841039,13586,1703098,60,8101
"Colorado",2022-11-27,2022,22,1,5841039,13632,1711047,46,7949
"Colorado",2022-12-04,2022,23,1,5841039,13704,1718077,72,7030
"Colorado",2022-12-11,2022,24,1,5841039,13773,1724133,69,6056
"Colorado",2022-12-18,2022,25,1,5841039,13841,1730451,68,6318
"Colorado",2022-12-25,2022,26,1,5841039,13882,1734782,41,4331
"Colorado",2023-01-01,2022,27,1,5877610,13899,1738658,17,3876
"Colorado",2023-01-08,2022,28,1,5877610,13940,1741719.4,41,3061.39999999991
"Colorado",2023-01-15,2022,29,1,5877610,13985,1744018,45,2298.60000000009
"Colorado",2023-01-22,2022,30,1,5877610,14024,1747627,39,3609
"Colorado",2023-01-29,2022,31,1,5877610,14046,1749990,22,2363
"Colorado",2023-02-05,2022,32,1,5877610,14083,1751885,37,1895
"Colorado",2023-02-12,2022,33,1,5877610,14105,1756520,22,4635
"Colorado",2023-02-19,2022,34,1,5877610,14106,1759969,1,3449
"Colorado",2023-02-26,2022,35,1,5877610,14127,1763021,21,3052
"Colorado",2023-03-05,2022,36,1,5877610,14181,1764401,54,1380
"Connecticut",2020-01-19,2019,30,1,3577586,0,0,0,0
"Connecticut",2020-01-26,2019,31,1,3577586,0,0,0,0
"Connecticut",2020-02-02,2019,32,1,3577586,0,0,0,0
"Connecticut",2020-02-09,2019,33,1,3577586,0,0,0,0
"Connecticut",2020-02-16,2019,34,1,3577586,0,0,0,0
"Connecticut",2020-02-23,2019,35,1,3577586,0,0,0,0
"Connecticut",2020-03-01,2019,36,1,3577586,0,0,0,0
"Connecticut",2020-03-08,2019,37,1,3577586,0,23,0,23
"Connecticut",2020-03-15,2019,38,1,3577586,4,194,4,171
"Connecticut",2020-03-22,2019,39,1,3577586,33,1524,29,1330
"Connecticut",2020-03-29,2019,40,1,3577586,165,5276,132,3752
"Connecticut",2020-04-05,2019,41,1,3577586,494,11510,329,6234
"Connecticut",2020-04-12,2019,42,1,3577586,1086,17550,592,6040
"Connecticut",2020-04-19,2019,43,1,3577586,1865,24583,779,7033
"Connecticut",2020-04-26,2019,44,1,3577586,2436,29287,571,4704
"Connecticut",2020-05-03,2019,45,1,3577586,2932,32984,496,3697
"Connecticut",2020-05-10,2019,46,1,3577586,3339,36703,407,3719
"Connecticut",2020-05-17,2019,47,1,3577586,3675,40022,336,3319
"Connecticut",2020-05-24,2019,48,1,3577586,3912,42022,237,2000
"Connecticut",2020-05-31,2019,49,1,3577586,4055,43818,143,1796
"Connecticut",2020-06-07,2019,50,1,3577586,4186,44994,131,1176
"Connecticut",2020-06-14,2019,51,1,3577586,4251,45715,65,721
"Connecticut",2020-06-21,2019,52,1,3577586,4311,46206,60,491
"Connecticut",2020-06-28,2020,1,1,3577586,4335,46717,24,511
"Connecticut",2020-07-05,2020,2,1,3577586,4348,47287,13,570
"Connecticut",2020-07-12,2020,3,1,3577586,4396,47893,48,606
"Connecticut",2020-07-19,2020,4,1,3577586,4413,48776,17,883
"Connecticut",2020-07-26,2020,5,1,3577586,4432,49810,19,1034
"Connecticut",2020-08-02,2020,6,1,3577586,4441,50320,9,510
"Connecticut",2020-08-09,2020,7,1,3577586,4453,50897,12,577
"Connecticut",2020-08-16,2020,8,1,3577586,4460,51519,7,622
"Connecticut",2020-08-23,2020,9,1,3577586,4465,52495,5,976
"Connecticut",2020-08-30,2020,10,1,3577586,4468,53365,3,870
"Connecticut",2020-09-06,2020,11,1,3577586,4480,54326,12,961
"Connecticut",2020-09-13,2020,12,1,3577586,4492,55527,12,1201
"Connecticut",2020-09-20,2020,13,1,3577586,4501,56587,9,1060
"Connecticut",2020-09-27,2020,14,1,3577586,4513,58297,12,1710
"Connecticut",2020-10-04,2020,15,1,3577586,4530,60038,17,1741
"Connecticut",2020-10-11,2020,16,1,3577586,4542,62830,12,2792
"Connecticut",2020-10-18,2020,17,1,3577586,4577,66052,35,3222
"Connecticut",2020-10-25,2020,18,1,3577586,4616,71207,39,5155
"Connecticut",2020-11-01,2020,19,1,3577586,4671,78125,55,6918
"Connecticut",2020-11-08,2020,20,1,3577586,4737,88645,66,10520
"Connecticut",2020-11-15,2020,21,1,3577586,4828,101469,91,12824
"Connecticut",2020-11-22,2020,22,1,3577586,4961,112581,133,11112
"Connecticut",2020-11-29,2020,23,1,3577586,5146,127715,185,15134
"Connecticut",2020-12-06,2020,24,1,3577586,5363,146761,217,19046
"Connecticut",2020-12-13,2020,25,1,3577586,5581,162782,218,16021
"Connecticut",2020-12-20,2020,26,1,3577586,5791,172743,210,9961
"Connecticut",2020-12-27,2020,27,1,3577586,6099,190120,308,17377
"Connecticut",2021-01-03,2020,27,1,3603691,6324,205994,225,15874
"Connecticut",2021-01-10,2020,28,1,3603691,6594,223422,270,17428
"Connecticut",2021-01-17,2020,29,1,3603691,6819,237815,225,14393
"Connecticut",2021-01-24,2020,30,1,3603691,7046,250023,227,12208
"Connecticut",2021-01-31,2020,31,1,3603691,7214,259372,168,9349
"Connecticut",2021-02-07,2020,32,1,3603691,7381,267337,167,7965
"Connecticut",2021-02-14,2020,33,1,3603691,7523,273101,142,5764
"Connecticut",2021-02-21,2020,34,1,3603691,7622,279946,99,6845
"Connecticut",2021-02-28,2020,35,1,3603691,7704,285330,82,5384
"Connecticut",2021-03-07,2020,36,1,3603691,7765,290577,61,5247
"Connecticut",2021-03-14,2020,37,1,3603691,7832,296691,67,6114
"Connecticut",2021-03-21,2020,38,1,3603691,7865,305210,33,8519
"Connecticut",2021-03-28,2020,39,1,3603691,7904,313956,39,8746
"Connecticut",2021-04-04,2020,40,1,3603691,7944,321586,40,7630
"Connecticut",2021-04-11,2020,41,1,3603691,7995,329062,51,7476
"Connecticut",2021-04-18,2020,42,1,3603691,8047,334766,52,5704
"Connecticut",2021-04-25,2020,43,1,3603691,8097,339233,50,4467
"Connecticut",2021-05-02,2020,44,1,3603691,8137,342718,40,3485
"Connecticut",2021-05-09,2020,45,1,3603691,8173,344977,36,2259
"Connecticut",2021-05-16,2020,46,1,3603691,8212,346325,39,1348
"Connecticut",2021-05-23,2020,47,1,3603691,8238,347341,26,1016
"Connecticut",2021-05-30,2020,48,1,3603691,8246,347891,8,550
"Connecticut",2021-06-06,2020,49,1,3603691,8261,348350,15,459
"Connecticut",2021-06-13,2020,50,1,3603691,8269.75,348665,8.75,315
"Connecticut",2021-06-20,2020,51,1,3603691,8275,349120,5.25,455
"Connecticut",2021-06-27,2020,52,1,3603691,8278.85714285714,349476,3.85714285714312,356
"Connecticut",2021-07-04,2021,1,1,3603691,8279,349969,0.142857142856883,493
"Connecticut",2021-07-11,2021,2,1,3603691,8282,350675,3,706
"Connecticut",2021-07-18,2021,3,1,3603691,8286,352037,4,1362
"Connecticut",2021-07-25,2021,4,1,3603691,8292.71428571429,354335,6.71428571428623,2298
"Connecticut",2021-08-01,2021,5,1,3603691,8296,358076,3.28571428571377,3741
"Connecticut",2021-08-08,2021,6,1,3603691,8306.5,361836,10.5,3760
