"Province_State","Week","MMWRyear","MMWRweek","MMWRday","Population_Estimate","Deaths_yf","Confirmed_Cases_yf","Deaths_Daily","Confirmed_Cases_Daily"
"Indiana",2020-05-10,2019,46,1,6789098,1745,27280,250,3548
"Indiana",2020-05-17,2019,47,1,6789098,1960,30901,215,3621
"Indiana",2020-05-24,2019,48,1,6789098,2096,34211,136,3310
"Indiana",2020-05-31,2019,49,1,6789098,2233,36997,137,2786
"Indiana",2020-06-07,2019,50,1,6789098,2351,39543,118,2546
"Indiana",2020-06-14,2019,51,1,6789098,2465,42061,114,2518
"Indiana",2020-06-21,2019,52,1,6789098,2541,44575,76,2514
"Indiana",2020-06-28,2020,1,1,6789098,2607,47432,66,2857
"Indiana",2020-07-05,2020,2,1,6789098,2681,51079,74,3647
"Indiana",2020-07-12,2020,3,1,6789098,2748,55654,67,4575
"Indiana",2020-07-19,2020,4,1,6789098,2825,61520,77,5866
"Indiana",2020-07-26,2020,5,1,6789098,2899,67122,74,5602
"Indiana",2020-08-02,2020,6,1,6789098,2974,73287,75,6165
"Indiana",2020-08-09,2020,7,1,6789098,3068,79676,94,6389
"Indiana",2020-08-16,2020,8,1,6789098,3164,85317,96,5641
"Indiana",2020-08-23,2020,9,1,6789098,3241,92434,77,7117
"Indiana",2020-08-30,2020,10,1,6789098,3311,98961,70,6527
"Indiana",2020-09-06,2020,11,1,6789098,3392,104561,81,5600
"Indiana",2020-09-13,2020,12,1,6789098,3481,110759,89,6198
"Indiana",2020-09-20,2020,13,1,6789098,3581,116549,100,5790
"Indiana",2020-09-27,2020,14,1,6789098,3705,124059,124,7510
"Indiana",2020-10-04,2020,15,1,6789098,3831,133411,126,9352
"Indiana",2020-10-11,2020,16,1,6789098,4025,145977,194,12566
"Indiana",2020-10-18,2020,17,1,6789098,4234,160454,209,14477
"Indiana",2020-10-25,2020,18,1,6789098,4504,179358,270,18904
"Indiana",2020-11-01,2020,19,1,6789098,4828,205722,324,26364
"Indiana",2020-11-08,2020,20,1,6789098,5191,244887,363,39165
"Indiana",2020-11-15,2020,21,1,6789098,5697,289183,506,44296
"Indiana",2020-11-22,2020,22,1,6789098,6270,329008,573,39825
"Indiana",2020-11-29,2020,23,1,6789098,6899,375019,629,46011
"Indiana",2020-12-06,2020,24,1,6789098,7600,419536,701,44517
"Indiana",2020-12-13,2020,25,1,6789098,8294,457871,694,38335
"Indiana",2020-12-20,2020,26,1,6789098,8904,492021,610,34150
"Indiana",2020-12-27,2020,27,1,6789098,9562,523090,658,31069
"Indiana",2021-01-03,2020,27,1,6813798,10089,558560,527,35470
"Indiana",2021-01-10,2020,28,1,6813798,10534,587049,445,28489
"Indiana",2021-01-17,2020,29,1,6813798,10950,608519,416,21470
"Indiana",2021-01-24,2020,30,1,6813798,11262,624959,312,16440
"Indiana",2021-01-31,2020,31,1,6813798,11752,637987,490,13028
"Indiana",2021-02-07,2020,32,1,6813798,12149,647657,397,9670
"Indiana",2021-02-14,2020,33,1,6813798,12336,654660,187,7003
"Indiana",2021-02-21,2020,34,1,6813798,12556,660942,220,6282
"Indiana",2021-02-28,2020,35,1,6813798,12726,666516,170,5574
"Indiana",2021-03-07,2020,36,1,6813798,12846,671859,120,5343
"Indiana",2021-03-14,2020,37,1,6813798,12926,677135,80,5276
"Indiana",2021-03-21,2020,38,1,6813798,13011,683076,85,5941
"Indiana",2021-03-28,2020,39,1,6813798,13074,689965,63,6889
"Indiana",2021-04-04,2020,40,1,6813798,13138,697533,64,7568
"Indiana",2021-04-11,2020,41,1,6813798,13216,707111,78,9578
"Indiana",2021-04-18,2020,42,1,6813798,13271,713959,55,6848
"Indiana",2021-04-25,2020,43,1,6813798,13338,721577,67,7618
"Indiana",2021-05-02,2020,44,1,6813798,13405,728811,67,7234
"Indiana",2021-05-09,2020,45,1,6813798,13471,734736,66,5925
"Indiana",2021-05-16,2020,46,1,6813798,13553,739626,82,4890
"Indiana",2021-05-23,2020,47,1,6813798,13615,743338,62,3712
"Indiana",2021-05-30,2020,48,1,6813798,13685,746554,70,3216
"Indiana",2021-06-06,2020,49,1,6813798,13745,749097,60,2543
"Indiana",2021-06-13,2020,50,1,6813798,13795,751242,50,2145
"Indiana",2021-06-20,2020,51,1,6813798,13822,752699,27,1457
"Indiana",2021-06-27,2020,52,1,6813798,13863,754724,41,2025
"Indiana",2021-07-04,2021,1,1,6813798,13914,757062,51,2338
"Indiana",2021-07-11,2021,2,1,6813798,13940,760163,26,3101
"Indiana",2021-07-18,2021,3,1,6813798,13965,764448,25,4285
"Indiana",2021-07-25,2021,4,1,6813798,14005,771299,40,6851
"Indiana",2021-08-01,2021,5,1,6813798,14054,781326,49,10027
"Indiana",2021-08-08,2021,6,1,6813798,14128,796733,74,15407
"Indiana",2021-08-15,2021,7,1,6813798,14228,817149,100,20416
"Indiana",2021-08-22,2021,8,1,6813798,14373,843700,145,26551
"Indiana",2021-08-29,2021,9,1,6813798,14570,877475,197,33775
"Indiana",2021-09-05,2021,10,1,6813798,14783,904160,213,26685
"Indiana",2021-09-12,2021,11,1,6813798,15083,930861,300,26701
"Indiana",2021-09-19,2021,12,1,6813798,15377,952188,294,21327
"Indiana",2021-09-26,2021,13,1,6813798,15686,970111,309,17923
"Indiana",2021-10-03,2021,14,1,6813798,15982,987091,296,16980
"Indiana",2021-10-10,2021,15,1,6813798,16245,1000951,263,13860
"Indiana",2021-10-17,2021,16,1,6813798,16470,1012193,225,11242
"Indiana",2021-10-24,2021,17,1,6813798,16683,1023571,213,11378
"Indiana",2021-10-31,2021,18,1,6813798,16898,1036059,215,12488
"Indiana",2021-11-07,2021,19,1,6813798,17088,1052287,190,16228
"Indiana",2021-11-14,2021,20,1,6813798,17247,1069450,159,17163
"Indiana",2021-11-21,2021,21,1,6813798,17386,1084488,139,15038
"Indiana",2021-11-28,2021,22,1,6813798,17712,1118335,326,33847
"Indiana",2021-12-05,2021,23,1,6813798,18014,1150899,302,32564
"Indiana",2021-12-12,2021,24,1,6813798,18385,1181554,371,30655
"Indiana",2021-12-19,2021,25,1,6813798,18696,1200926,311,19372
"Indiana",2021-12-26,2021,26,1,6813798,19037,1246854,341,45928
"Indiana",2022-01-02,2021,27,1,6832274,19614,1329423,577,82569
"Indiana",2022-01-09,2021,28,1,6832274,20226,1425877,612,96454
"Indiana",2022-01-16,2021,29,1,6832274,20751,1524527,525,98650
"Indiana",2022-01-23,2021,30,1,6832274,21301,1604072,550,79545
"Indiana",2022-01-30,2021,31,1,6832274,21712,1646937,411,42865
"Indiana",2022-02-06,2021,32,1,6832274,22136,1664353,424,17416
"Indiana",2022-02-13,2021,33,1,6832274,22529,1674269,393,9916
"Indiana",2022-02-20,2021,34,1,6832274,22800,1680331,271,6062
"Indiana",2022-02-27,2021,35,1,6832274,23002,1683739,202,3408
"Indiana",2022-03-06,2021,36,1,6832274,23164,1686671,162,2932
"Indiana",2022-03-13,2021,37,1,6832274,23290,1688770,126,2099
"Indiana",2022-03-20,2021,38,1,6832274,23356,1690144,66,1374
"Indiana",2022-03-27,2021,39,1,6832274,23431,1691470,75,1326
"Indiana",2022-04-03,2021,40,1,6832274,23484,1692700,53,1230
"Indiana",2022-04-10,2021,41,1,6832274,23509,1693565,25,865
"Indiana",2022-04-17,2021,42,1,6832274,23549,1696759,40,3194
"Indiana",2022-04-24,2021,43,1,6832274,23587,1702292,38,5533
"Indiana",2022-05-01,2021,44,1,6832274,23614,1707085,27,4793
"Indiana",2022-05-08,2021,45,1,6832274,23636,1713834,22,6749
"Indiana",2022-05-15,2021,46,1,6832274,23681,1721977,45,8143
"Indiana",2022-05-22,2021,47,1,6832274,23700,1730761,19,8784
